movie_id_x,movie_title_x,original_title,runtime_minutes,averagerating,numvotes,primary_genre,movie_id2,id,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross
tt1667310,deadfall,deadfall,95.0,6.3,36491,crime,deadfall2012,83,2012-12-07,6000000,66351,1673635,1607284
tt1674771,entourage,entourage,104.0,6.6,71519,comedy,entourage2015,30,2015-06-03,30000000,32363404,46438538,14075134
tt1674784,trespass,trespass,91.0,5.3,39404,crime,trespass2011,54,2011-10-14,35000000,16816,786532,769716
tt1679335,trolls,trolls,92.0,6.5,63295,adventure,trolls2016,73,2016-11-04,125000000,153707064,344150134,190443070
tt1682180,stoker,stoker,99.0,6.8,97393,drama,stoker2013,29,2013-03-01,12000000,1703125,12034913,10331788
tt1684628,circumstance,circumstance,107.0,5.9,7055,drama,circumstance2011,41,2011-08-26,900000,454121,958978,504857
tt1686018,creature,creature,93.0,3.7,2723,horror,creature2011,38,2011-09-09,3000000,331000,331000,0
tt1692486,carnage,carnage,80.0,7.2,111372,comedy,carnage2011,7,2011-12-16,25000000,2546747,38112154,35565407
tt1693107,highway,hillbilly highway,77.0,3.5,183,comedy,highway2012,89,2012-12-31,2000000,0,0,0
tt1699755,peeples,peeples,95.0,5.3,4452,comedy,peeples2013,98,2013-05-10,11000000,9177065,9307166,130101
tt1703957,genius,genius,104.0,6.6,15611,biography,genius2016,10,2016-06-10,17000000,1361045,7265283,5904238
tt1706593,chronicle,chronicle,84.0,7.1,229258,drama,chronicle2012,55,2012-02-03,12000000,64575175,123681790,59106615
tt1714210,weekend,weekend,97.0,7.6,25424,drama,weekend2011,43,2011-09-23,190000,484592,1577585,1092993
tt1723811,shame,shame,101.0,7.2,171353,drama,shame2011,97,2011-12-02,6500000,4002293,20412841,16410548
tt1730760,fugly!,fugly!,100.0,4.3,288,comedy,fugly2014,56,2014-11-07,4500000,0,0,0
tt1742334,sabotage,sabotage,109.0,5.7,55597,action,sabotage2014,29,2014-03-28,35000000,10508518,18376443,7867925
tt1764183,arbitrage,arbitrage,107.0,6.6,46774,drama,arbitrage2012,9,2012-09-14,12000000,7919574,35830713,27911139
tt1781784,burn,burn,86.0,7.5,663,documentary,burn2012,10,2012-07-20,225000,1109276,1109276,0
tt1791679,weekend,weekend,121.0,4.0,583,action,weekend2011,43,2011-09-23,190000,484592,1577585,1092993
tt1798243,rudderless,rudderless,105.0,7.5,16303,comedy,rudderless2014,78,2014-10-17,5000000,56001,567219,511218
tt1798684,southpaw,southpaw,124.0,7.4,199783,drama,southpaw2015,92,2015-07-24,30000000,52421953,94156456,41734503
tt1799508,after,after,90.0,5.5,4881,drama,after2012,2,2012-12-31,650000,0,0,0
tt1801552,gotti,gotti,112.0,4.8,10358,biography,gotti2018,64,2018-06-15,10000000,4286367,6089100,1802733
tt1809398,unbroken,unbroken,137.0,7.2,129981,biography,unbroken2014,82,2014-12-25,65000000,115637895,163527824,47889929
tt1814621,admission,admission,107.0,5.7,31849,comedy,admission2013,76,2013-03-22,13000000,18007317,18733666,726349
tt1821549,nebraska,nebraska,115.0,7.7,105304,adventure,nebraska2013,91,2013-11-15,12000000,17654912,24761360,7106448
tt1823664,annie,annie,118.0,5.3,31241,comedy,annie2014,89,2014-12-19,65000000,85911262,139829625,53918363
tt1823672,chappie,chappie,120.0,6.8,213733,action,chappie2015,11,2015-03-06,49000000,31569268,105002056,73432788
tt1827354,airborne,airborne,81.0,3.9,2248,comedy,airborne2012,85,2012-09-14,1200000,0,0,0
tt1840309,divergent,divergent,139.0,6.7,399703,action,divergent2014,95,2014-03-21,85000000,150947895,276014965,125067070
tt1848834,crossroads,crossroads,87.0,7.8,8,action,crossroads2015,86,2015-06-23,500000,0,0,0
tt1850457,sisters,sisters,118.0,6.0,58994,comedy,sisters2015,57,2015-12-18,30000000,87044645,106030660,18986015
tt1860353,turbo,turbo,96.0,6.4,74639,adventure,turbo2013,31,2013-07-17,135000000,83028130,286896578,203868448
tt1861343,hayride,hayride,93.0,3.4,622,crime,hayride2012,13,2012-12-31,60000,0,0,0
tt1876451,sparkle,sparkle,116.0,5.7,5643,drama,sparkle2012,96,2012-08-17,10000000,24397469,24660323,262854
tt1881002,maggie,maggie,95.0,5.6,38671,drama,maggie2015,47,2015-05-08,4500000,187112,1027760,840648
tt1893256,redemption,hummingbird,100.0,6.2,61317,action,redemption2013,97,2013-06-28,23000000,36686,13593473,13556787
tt1895587,spotlight,spotlight,129.0,8.1,365110,crime,spotlight2015,34,2015-11-06,20000000,45055776,92088460,47032684
tt1904996,parker,parker,118.0,6.2,105529,action,parker2013,18,2013-01-25,35000000,17616641,48543388,30926747
tt1907639,hardflip,hardflip,112.0,5.6,673,action,hardflip2012,81,2012-06-01,1000000,96734,96734,0
tt1907668,flight,flight,138.0,7.3,303009,drama,flight2012,23,2012-11-02,31000000,93772375,160558438,66786063
tt1920849,bachelorette,bachelorette,87.0,5.3,43131,comedy,bachelorette2012,35,2012-09-07,3000000,446770,12577401,12130631
tt1921064,pompeii,pompeii,105.0,5.5,100467,action,pompeii2014,97,2014-02-21,80000000,23169033,108469033,85300000
tt1922685,phantom,phantom,98.0,5.9,12786,drama,phantom2013,43,2013-03-01,18000000,1034589,1199510,164921
tt1922777,sinister,sinister,110.0,6.8,198345,horror,sinister2012,69,2012-10-12,3000000,48086903,87727807,39640904
tt1924429,trance,trance,101.0,6.9,104951,crime,trance2013,71,2013-04-05,16000000,2322593,22594052,20271459
tt1939659,carrie,carrie,100.0,5.9,125424,drama,carrie2013,26,2013-10-18,30000000,35266619,82409520,47142901
tt1945044,exeter,exeter,91.0,4.5,5156,horror,exeter2015,49,2015-09-01,25000,0,489792,489792
tt1946502,uglydolls,uglydolls,87.0,4.5,1176,adventure,uglydolls2019,6,2019-05-03,45000000,19894664,24644664,4750000
tt1959490,noah,noah,138.0,5.8,229326,action,noah2014,51,2014-03-28,130000000,101200044,352831065,251631021
tt1964418,tomorrowland,tomorrowland,130.0,6.4,161343,action,tomorrowland2015,23,2015-05-22,170000000,93436322,206627518,113191196
tt1971352,compliance,compliance,90.0,6.4,28703,biography,compliance2012,68,2012-08-17,270000,319285,830700,511415
tt1979320,rush,rush,123.0,8.1,393437,action,rush2013,71,2013-09-20,38000000,26947624,98230839,71283215
tt1981128,geostorm,geostorm,109.0,5.3,78287,action,geostorm2017,99,2017-10-20,100000000,33700160,220796009,187095849
tt1997621,nightlights,nightlights,97.0,8.0,69,drama,nightlights2014,88,2014-08-15,250000,21147,21147,0
tt2004420,neighbors,neighbors,97.0,6.3,266020,comedy,neighbors2014,64,2014-05-09,18000000,150086800,270944428,120857628
tt2016335,walter,walter,94.0,5.4,1747,comedy,walter2015,96,2015-03-13,700000,0,0,0
tt2023587,mama,mama,100.0,6.2,158487,horror,mama2013,9,2013-01-18,15000000,71628180,148095566,76467386
tt2039338,flatliners,flatliners,109.0,5.2,33752,drama,flatliners2017,11,2017-09-29,20000000,16883115,45173738,28290623
tt2066051,rocketman,rocketman,121.0,7.7,24266,biography,rocketman2019,71,2019-05-31,41000000,57342725,108642725,51300000
tt2082197,barfi!,barfi!,151.0,8.1,68941,comedy,barfi2012,18,2012-09-14,4600000,2804874,36751984,33947110
tt2103254,tammy,tammy,97.0,4.9,44345,comedy,tammy2014,3,2014-07-02,20000000,84525432,96407655,11882223
tt2112277,swelter,swelter,96.0,4.6,2536,action,swelter2014,42,2014-08-12,8000000,0,44197,44197
tt2120120,pixels,pixels,105.0,5.6,119789,action,pixels2015,59,2015-07-24,90000000,78765986,244041804,165275818
tt2123342,underdogs,underdogs,102.0,5.8,882,drama,underdogs2013,41,2013-08-16,2500000,35017,1392649,1357632
tt2167202,getaway,getaway,90.0,4.4,22157,action,getaway2013,20,2013-08-30,18000000,10501938,11813989,1312051
tt2180333,crowsnest,crowsnest,84.0,3.9,1481,horror,crowsnest2012,84,2012-09-07,1200000,0,0,0
tt2205401,addicted,addicted,106.0,5.2,7640,drama,addicted2014,96,2014-10-10,5000000,17390770,17499242,108472
tt2209764,transcendence,transcendence,119.0,6.3,204481,action,transcendence2014,2,2014-04-18,100000000,23022309,103039258,80016949
tt2210657,highway,highway,80.0,6.7,195,drama,highway2012,89,2012-12-31,2000000,0,0,0
tt2224026,home,home,94.0,6.6,85831,adventure,home2015,44,2015-03-27,130000000,177397510,385997896,208600386
tt2226519,plush,plush,99.0,5.4,3462,drama,plush2013,73,2013-09-13,2000000,3080,28864,25784
tt2231461,rampage,rampage,107.0,6.1,115891,action,rampage2018,90,2018-04-13,120000000,101028233,428056280,327028047
tt2249221,zulu,zulu,110.0,6.7,16607,crime,zulu2013,82,2013-12-31,16000000,0,1844228,1844228
tt2268573,stranded,stranded,84.0,3.5,3704,horror,stranded2013,13,2013-07-26,1900000,0,285593,285593
tt2274648,hellboy,hellboy,120.0,5.4,19534,action,hellboy2019,77,2019-04-12,50000000,21903748,40725492,18821744
tt2293640,minions,minions,91.0,6.4,193917,adventure,minions2015,73,2015-07-10,74000000,336045770,1160336173,824290403
tt2294629,frozen,frozen,102.0,7.5,516998,adventure,frozen2013,56,2013-11-22,150000000,400738009,1272469910,871731901
tt2305051,wild,wild,115.0,7.1,110138,adventure,wild2014,33,2014-12-03,15000000,37880356,52460543,14580187
tt2312718,homefront,homefront,100.0,6.5,98549,action,homefront2013,29,2013-11-27,22000000,20158492,51695362,31536870
tt2325977,strangerland,strangerland,112.0,5.2,7999,drama,strangerland2015,27,2015-07-10,10000000,17472,161097,143625
tt2334871,snatched,snatched,90.0,4.5,29997,action,snatched2017,51,2017-05-12,42000000,45852178,57852177,11999999
tt2345112,parkland,parkland,93.0,6.4,14036,drama,parkland2013,100,2013-10-04,10000000,641439,1616353,974914
tt2357129,jobs,jobs,128.0,5.9,88788,biography,jobs2013,11,2013-08-16,18000000,16131410,43402515,27271105
tt2379713,spectre,spectre,148.0,6.8,352504,action,spectre2015,10,2015-11-06,300000000,200074175,879620923,679546748
tt2380301,treachery,treachery,67.0,3.7,391,drama,treachery2013,5,2013-12-31,625000,0,0,0
tt2380307,coco,coco,105.0,8.4,277194,adventure,coco2017,2,2017-11-22,175000000,209726015,798008101,588282086
tt2381111,brooklyn,brooklyn,117.0,7.5,117021,drama,brooklyn2015,79,2015-11-04,11000000,38322743,62076141,23753398
tt2381941,focus,focus,105.0,6.6,192147,comedy,focus2015,99,2015-02-27,65000000,53862963,168065700,114202737
tt2401878,anomalisa,anomalisa,90.0,7.3,58010,animation,anomalisa2015,6,2015-12-30,8000000,3759286,5706168,1946882
tt2402927,carol,carol,118.0,7.2,100680,drama,carol2015,60,2015-11-20,11800000,12711491,42843521,30132030
tt2403815,aroused,aroused,66.0,5.3,596,documentary,aroused2013,64,2013-05-03,150000,0,0,0
tt2404163,after,after,83.0,6.3,34,romance,after2012,2,2012-12-31,650000,0,0,0
tt2431286,philomena,philomena,98.0,7.6,88704,biography,philomena2013,65,2013-11-22,12000000,37709979,98963392,61253413
tt2446980,joy,joy,124.0,6.6,118086,drama,joy2015,88,2015-12-25,60000000,56451232,101134059,44682827
tt2447982,abduction,abduction,84.0,5.2,10,horror,abduction2011,96,2011-09-23,35000000,28087155,86648359,58561204
tt2503944,burnt,burnt,101.0,6.6,95988,comedy,burnt2015,27,2015-10-30,20000000,13651946,36773510,23121564
tt2510028,frontera,frontera,103.0,6.6,6861,drama,frontera2014,63,2014-09-05,2300000,59696,59696,0
tt2531344,blockers,blockers,102.0,6.2,57142,comedy,blockers2018,60,2018-04-06,21000000,60311495,94045328,33733833
tt2543164,arrival,arrival,116.0,7.9,515483,drama,arrival2016,34,2016-11-11,47000000,100546139,203127894,102581755
tt2543472,wonder,wonder,113.0,8.0,111632,drama,wonder2017,95,2017-11-17,20000000,132422809,304604712,172181903
tt2556874,plastic,plastic,102.0,6.0,7234,action,plastic2014,39,2014-09-26,10000000,0,575371,575371
tt2558484,homefront,the things we leave behind,111.0,7.7,17,drama,homefront2013,29,2013-11-27,22000000,20158492,51695362,31536870
tt2582802,whiplash,whiplash,106.0,8.5,616916,drama,whiplash2014,43,2014-10-10,3300000,13092006,38969037,25877031
tt2630916,pump,pump!,88.0,7.7,608,documentary,pump2014,57,2014-09-19,2000000,72277,72277,0
tt2671706,fences,fences,139.0,7.2,86749,drama,fences2016,37,2016-12-16,24000000,57682904,64282881,6599977
tt2674454,churchill,churchill,105.0,6.3,12047,biography,churchill2017,91,2017-06-02,10000000,1279681,7582196,6302515
tt2713180,fury,fury,134.0,7.6,381993,action,fury2014,68,2014-10-17,80000000,85817906,210315681,124497775
tt2717822,blackhat,blackhat,133.0,5.4,48427,action,blackhat2015,47,2015-01-16,70000000,8005980,19665004,11659024
tt2719848,everest,everest,121.0,7.1,181133,action,everest2015,3,2015-09-18,65000000,43482270,221297061,177814791
tt2752688,rosewater,rosewater,103.0,6.6,9836,biography,rosewater2014,74,2014-11-14,10000000,3128941,3185717,56776
tt2798920,annihilation,annihilation,115.0,6.9,228664,adventure,annihilation2018,32,2018-02-23,55000000,32732301,43070915,10338614
tt2852376,heli,heli,105.0,6.8,4379,crime,heli2013,100,2013-12-31,1000000,0,552614,552614
tt2854926,tag,tag,100.0,6.5,85186,comedy,tag2018,50,2018-06-15,28000000,54730625,77026186,22295561
tt2872718,nightcrawler,nightcrawler,117.0,7.9,404476,crime,nightcrawler2014,34,2014-10-31,8500000,32381218,50334418,17953200
tt2872732,lucy,lucy,89.0,6.4,403194,action,lucy2014,83,2014-07-25,40000000,126573960,457507776,330933816
tt2909932,subconscious,subconscious,122.0,2.2,323,action,subconscious2015,78,2015-03-10,500000,0,0,0
tt2948356,zootopia,zootopia,108.0,8.0,383446,adventure,zootopia2016,57,2016-03-04,150000000,341268248,1019429616,678161368
tt2950418,greater,greater,130.0,7.2,3438,biography,greater2016,4,2016-08-26,9000000,2000093,2000093,0
tt3014866,criminal,criminal,113.0,6.3,51666,action,criminal2016,21,2016-04-15,31500000,14708696,38771262,24062566
tt3045616,mortdecai,mortdecai,107.0,5.5,61366,action,mortdecai2015,48,2015-01-23,60000000,7696134,30396134,22700000
tt3062096,inferno,inferno,121.0,6.2,138978,action,inferno2016,64,2016-10-28,75000000,34343574,219519367,185175793
tt3076658,creed,creed,133.0,7.6,224671,drama,creed2015,91,2015-11-25,37000000,109767581,173567581,63800000
tt3077214,suffragette,suffragette,106.0,6.9,34306,biography,suffragette2015,16,2015-10-23,14000000,4702420,34044909,29342489
tt3088580,phantom,phantom,76.0,7.7,1165,drama,phantom2013,43,2013-03-01,18000000,1034589,1199510,164921
tt3099498,tusk,tusk,102.0,5.3,40827,comedy,tusk2014,28,2014-09-19,3000000,1821983,1887554,65571
tt3104228,redemption,sha jie,110.0,4.6,25,family,redemption2013,97,2013-06-28,23000000,36686,13593473,13556787
tt3152624,trainwreck,trainwreck,125.0,6.2,121860,comedy,trainwreck2015,36,2015-07-17,35000000,110212700,141123897,30911197
tt3170832,room,room,118.0,8.2,316791,drama,room2015,80,2015-10-16,13000000,14677674,36262783,21585109
tt3202120,barbecue,barbecue,98.0,6.1,2301,comedy,barbecue2014,32,2014-12-26,10000000,388,247565,247177
tt3216348,incarnate,incarnate,91.0,5.3,10217,horror,incarnate2016,39,2016-12-02,5000000,4799774,9371036,4571262
tt3231054,risen,risen,107.0,6.3,22813,action,risen2016,48,2016-02-19,20000000,36880033,46255763,9375730
tt3247714,survivor,survivor,96.0,5.6,28614,action,survivor2015,11,2015-05-29,20000000,0,1703281,1703281
tt3263904,sully,sully,96.0,7.5,202718,biography,sully2016,50,2016-09-09,60000000,125070033,238524556,113454523
tt3268668,captive,captive,97.0,5.4,6017,action,captive2015,23,2015-09-18,2000000,2583301,2791973,208672
tt3276924,heist,heist,93.0,6.1,24740,action,heist2015,25,2015-11-13,8900000,50136,3324131,3273995
tt3279418,redemption,redemption,106.0,8.4,5,drama,redemption2013,97,2013-06-28,23000000,36686,13593473,13556787
tt3300572,stung,stung,87.0,5.1,4257,action,stung2015,46,2015-07-03,2500000,0,0,0
tt3312830,youth,youth,124.0,7.3,64418,comedy,youth2015,99,2015-12-04,13000000,2703296,24001573,21298277
tt3315342,logan,logan,137.0,8.1,560270,action,logan2017,59,2017-03-03,127000000,226277068,615461394,389184326
tt3319920,regression,regression,106.0,5.7,33335,crime,regression2015,6,2015-10-30,20000000,55039,15824374,15769335
tt3322364,concussion,concussion,123.0,7.1,77576,biography,concussion2015,80,2015-12-25,35000000,34531832,50363790,15831958
tt3322940,annabelle,annabelle,99.0,5.4,122039,horror,annabelle2014,84,2014-10-03,6500000,84273813,256862920,172589107
tt3332064,pan,pan,111.0,5.8,55867,adventure,pan2015,93,2015-10-09,150000000,35088320,151525973,116437653
tt3333870,antibirth,antibirth,94.0,4.9,2759,horror,antibirth2016,49,2016-09-02,2500000,0,0,0
tt3346224,zipper,zipper,112.0,5.8,6120,drama,zipper2015,57,2015-08-28,4500000,0,0,0
