release_date_x,movie_title_x,production_budget,domestic_gross,worldwide_gross,release_year_x,foreign_gross,movie_id,original_language,popularity,vote_average,vote_count,primary_genre
2017-10-20,only the brave,38000000,18340051,24555177,2017,6215126,onlythebrave20171020,en,14.163,7.0,603,drama
2011-10-14,the thing,38000000,16999934,27573078,2011,10573144,thething20111014,en,12.349,6.1,1404,horror
2018-09-21,the sisters brothers,38000000,3143056,13143056,2018,10000000,thesistersbrothers20180921,en,13.738,7.0,590,comedy
2019-01-11,the upside,37500000,108235497,119024536,2019,10789039,theupside20190111,en,28.138,7.3,274,comedy
2012-05-18,what to expect when you're expecting,37500000,41152203,88473016,2012,47320813,whattoexpectwhenyoureexpecting20120518,en,12.27,5.9,1130,romance
2012-09-14,the master,37500000,16247159,50647416,2012,34400257,themaster20120914,en,12.829,7.1,1323,drama
2013-08-07,we're the millers,37000000,150394119,267816276,2013,117422157,werethemillers20130807,en,14.746,6.8,5231,comedy
2015-11-25,creed,37000000,109767581,173567581,2015,63800000,creed20151125,en,16.356,7.3,4010,drama
2010-09-17,the town,37000000,92186262,152566881,2010,60380619,thetown20100917,en,13.476,7.1,2386,crime
2011-09-23,dolphin tale,37000000,72286779,96068724,2011,23781945,dolphintale20110923,en,10.679,6.8,327,drama
2018-02-23,game night,37000000,69179066,117378084,2018,48199018,gamenight20180223,en,19.459,6.9,2756,mystery
2016-02-12,how to be single,37000000,46843513,100003780,2016,53160267,howtobesingle20160212,en,10.271,6.1,2036,comedy
2010-02-26,cop out,37000000,44875481,55909910,2010,11034429,copout20100226,en,8.82,5.4,796,action
2011-01-28,the rite,37000000,33047633,97143987,2011,64096354,therite20110128,en,9.676,5.9,994,drama
2015-05-29,aloha,37000000,21052030,25387091,2015,4335061,aloha20150529,en,9.685,5.3,1226,drama
2018-10-05,a star is born,36000000,215288866,433449571,2018,218160705,astarisborn20181005,en,35.848,7.5,5676,drama
2010-03-26,hot tub time machine,36000000,50269859,65967750,2010,15697891,hottubtimemachine20100326,en,10.15,6.0,1383,science_fiction
2014-09-12,dolphin tale 2,36000000,42024533,57824533,2014,15800000,dolphintale220140912,en,7.403,6.7,173,family
2016-12-16,collateral beauty,36000000,31016021,85309093,2016,54293072,collateralbeauty20161216,en,12.857,7.2,3270,drama
2011-05-06,there be dragons,36000000,1069334,4020990,2011,2951656,therebedragons20110506,en,7.058,5.1,93,drama
2017-09-08,it,35000000,327481748,697457969,2017,369976221,it20170908,en,13.966,7.2,10931,horror
2010-12-22,true grit,35000000,171243005,252276928,2010,81033923,truegrit20101222,en,13.118,7.2,2816,drama
2011-07-08,horrible bosses,35000000,117538559,212417601,2011,94879042,horriblebosses20110708,en,14.058,6.5,3842,comedy
2015-07-17,trainwreck,35000000,110212700,141123897,2015,30911197,trainwreck20150717,en,18.423,5.8,1731,comedy
2012-12-21,this is 40,35000000,67544505,90221182,2012,22676677,thisis4020121221,en,8.132,5.7,1296,comedy
2010-04-30,a nightmare on elm street,35000000,63075011,117729621,2010,54654610,anightmareonelmstreet20100430,en,9.795,5.5,1408,horror
2010-10-08,secretariat,35000000,59699513,60376247,2010,676734,secretariat20101008,en,9.059,7.0,200,drama
2016-05-20,neighbors 2: sorority rising,35000000,55340730,108757621,2016,53416891,neighbors2sororityrising20160520,en,17.662,5.7,2829,comedy
2018-06-29,sicario: day of the soldado,35000000,50065850,75885196,2018,25819346,sicariodayofthesoldado20180629,en,29.725,6.7,1317,action
2015-05-22,poltergeist,35000000,47425125,95713069,2015,48287944,poltergeist20150522,en,17.343,5.1,1438,horror
2018-10-12,goosebumps 2: haunted halloween,35000000,46697321,93291478,2018,46594157,goosebumps2hauntedhalloween20181012,en,20.238,5.6,428,adventure
2018-01-19,12 strong,35000000,45819713,71118378,2018,25298665,12strong20180119,en,13.183,5.6,1312,war
2011-10-28,in time,35000000,37553932,165103952,2011,127550020,intime20111028,en,18.912,6.8,6245,action
2010-04-23,the back-up plan,35000000,37490007,75281179,2010,37791172,thebackupplan20100423,en,15.49,6.0,806,comedy
2011-11-09,j. edgar,35000000,37306030,84606030,2011,47300000,jedgar20111109,en,8.628,6.2,1303,drama
2018-08-17,mile 22,35000000,36108758,66295121,2018,30186363,mile2220180817,en,21.246,6.0,920,action
2015-05-08,hot pursuit,35000000,34580201,45671512,2015,11091311,hotpursuit20150508,en,9.607,5.6,1000,action
2015-12-25,concussion,35000000,34531832,50363790,2015,15831958,concussion20151225,en,12.809,7.1,1435,drama
2017-10-13,the foreigner,35000000,34393507,140783360,2017,106389853,theforeigner20171013,en,14.616,6.7,1086,action
2018-06-01,adrift,35000000,31445011,57897191,2018,26452180,adrift20180601,en,16.786,6.7,1264,thriller
2017-01-06,underworld: blood wars,35000000,30353973,81209222,2017,50855249,underworldbloodwars20170106,en,18.976,5.5,2318,action
2010-08-20,nanny mcphee and the big bang,35000000,29197642,97799865,2010,68602223,nannymcpheeandthebigbang20100820,en,15.213,6.1,953,comedy
2011-09-23,abduction,35000000,28087155,86648359,2011,58561204,abduction20110923,en,17.69,5.8,1791,thriller
2016-03-04,whiskey tango foxtrot,35000000,23083334,25350747,2016,2267413,whiskeytangofoxtrot20160304,en,8.564,6.2,596,war
2015-08-21,hitman: agent 47,35000000,22467450,82182803,2015,59715353,hitmanagent4720150821,en,14.082,5.6,1764,action
2012-08-24,premium rush,35000000,20275446,31393201,2012,11117755,premiumrush20120824,en,12.484,6.2,1244,crime
2013-01-18,broken city,35000000,19701164,34480045,2013,14778881,brokencity20130118,en,13.646,5.9,814,thriller
2013-01-25,parker,35000000,17616641,48543388,2013,30926747,parker20130125,en,14.95,5.8,1868,action
2011-05-27,the tree of life,35000000,13305665,61721826,2011,48416161,thetreeoflife20110527,en,11.569,6.6,1730,drama
2014-03-28,sabotage,35000000,10508518,18376443,2014,7867925,sabotage20140328,en,14.055,5.5,779,action
2015-03-06,unfinished business,35000000,10219501,13214051,2015,2994550,unfinishedbusiness20150306,en,8.516,5.2,472,comedy
2017-10-20,the snowman,35000000,6670765,43226146,2017,36555381,thesnowman20171020,en,14.581,5.1,1225,drama
2016-04-22,a hologram for the king,35000000,4212494,11846010,2016,7633516,ahologramfortheking20160422,en,11.055,5.9,589,comedy
2012-09-14,stolen,35000000,289773,17967746,2012,17677973,stolen20120914,en,9.813,5.3,559,action
2011-10-14,trespass,35000000,16816,786532,2011,769716,trespass20111014,en,11.909,5.5,589,crime
2011-12-25,the darkest hour,34800000,21443494,62831715,2011,41388221,thedarkesthour20111225,en,10.73,4.9,735,horror
2017-06-28,baby driver,34000000,107825862,228104185,2017,120278323,babydriver20170628,en,22.895,7.4,8034,action
2014-09-19,the maze runner,34000000,102427862,348319861,2014,245891999,themazerunner20140919,en,36.955,7.1,10626,action
2015-04-10,the longest ride,34000000,37446117,63802928,2015,26356811,thelongestride20150410,en,11.168,7.5,1908,drama
2018-08-03,the darkest minds,34000000,12695691,38361428,2018,25665737,thedarkestminds20180803,en,23.967,6.8,1158,science_fiction
2016-07-08,mike and dave need wedding dates,33000000,46009673,75898100,2016,29888427,mikeanddaveneedweddingdates20160708,en,11.676,6.0,1552,comedy
2012-07-27,step up revolution,33000000,35074677,165552290,2012,130477613,stepuprevolution20120727,en,10.925,6.8,1252,music
2015-10-30,freaks of nature,33000000,70958,70958,2015,0,freaksofnature20151030,en,9.31,5.8,231,science_fiction
2011-05-13,bridesmaids,32500000,169211718,289632023,2011,120420305,bridesmaids20110513,en,9.805,6.5,2783,comedy
2012-02-24,wanderlust,32500000,17288155,24159934,2012,6871779,wanderlust20120224,en,9.896,5.4,693,comedy
2013-06-12,this is the end,32000000,101470202,126539117,2013,25068915,thisistheend20130612,en,10.635,6.2,3789,action
2011-04-01,source code,32000000,54712227,140428499,2011,85716272,sourcecode20110401,en,13.495,7.2,4529,thriller
2018-04-20,i feel pretty,32000000,48795601,91553797,2018,42758196,ifeelpretty20180420,en,16.298,6.4,1088,comedy
2011-02-18,"big mommas: like father, like son",32000000,37915414,82332450,2011,44417036,bigmommaslikefatherlikeson20110218,en,16.024,5.5,623,crime
2013-03-15,the incredible burt wonderstone,32000000,22537881,27392609,2013,4854728,theincredibleburtwonderstone20130315,en,9.362,5.4,920,comedy
2018-10-12,bad times at the el royale,32000000,17839115,29204379,2018,11365264,badtimesattheelroyale20181012,en,31.32,6.8,1365,thriller
2010-09-03,going the distance,32000000,17804299,43603990,2010,25799691,goingthedistance20100903,en,8.281,6.0,394,comedy
2010-03-19,repo men,32000000,13942007,18195238,2010,4253231,repomen20100319,en,12.437,6.2,976,action
2016-04-15,criminal,31500000,14708696,38771262,2016,24062566,criminal20160415,en,13.651,5.9,897,action
2013-04-12,42,31000000,95020213,97470701,2013,2450488,4220130412,en,11.28,7.0,1028,drama
2012-11-02,flight,31000000,93772375,160558438,2012,66786063,flight20121102,en,11.692,6.7,3582,drama
2014-03-07,the grand budapest hotel,31000000,59076019,163981261,2014,104905242,thegrandbudapesthotel20140307,en,18.31,8.0,8091,comedy
2015-07-29,vacation,31000000,58884188,102306500,2015,43422312,vacation20150729,en,14.227,6.2,1934,comedy
2000-04-28,frequency,31000000,44983704,68079671,2000,23095967,frequency20000428,en,8.833,7.1,791,crime
2017-08-25,birth of the dragon,31000000,6901965,7220490,2017,318525,birthofthedragon20170825,en,8.164,5.7,172,action
2018-08-15,crazy rich asians,30000000,174532921,238099711,2018,63566790,crazyrichasians20180815,en,17.969,7.1,1496,comedy
2012-02-10,the vow,30000000,125014030,197618160,2012,72604130,thevow20120210,en,13.046,7.1,2409,drama
2015-12-18,sisters,30000000,87044645,106030660,2015,18986015,sisters20151218,en,10.993,5.9,922,comedy
2012-09-28,looper,30000000,66486205,170466405,2012,103980200,looper20120928,en,16.779,6.8,6723,action
2013-02-01,warm bodies,30000000,66380662,115121608,2013,48740946,warmbodies20130201,en,13.259,6.3,4109,horror
2014-01-17,the nut job,30000000,64251538,122529966,2014,58278428,thenutjob20140117,en,10.501,5.6,529,animation
2011-05-20,midnight in paris,30000000,56816662,162502774,2011,105686112,midnightinparis20110520,en,13.171,7.5,3965,fantasy
2017-11-22,darkest hour,30000000,56443120,150807172,2017,94364052,darkesthour20171122,en,15.331,7.3,2715,drama
2018-05-11,life of the party,30000000,53059911,65759911,2018,12700000,lifeoftheparty20180511,en,13.696,6.2,435,comedy
2010-05-14,letters to juliet,30000000,53032453,82148538,2010,29116085,letterstojuliet20100514,en,9.394,6.9,1706,comedy
2015-07-24,southpaw,30000000,52421953,94156456,2015,41734503,southpaw20150724,en,25.305,7.4,3424,action
2017-07-28,atomic blonde,30000000,51573925,98345423,2017,46771498,atomicblonde20170728,en,21.662,6.3,3645,action
2015-09-18,sicario,30000000,46889293,84393749,2015,37504456,sicario20150918,en,20.468,7.3,4475,action
2018-01-19,den of thieves,30000000,44947622,80131391,2018,35183769,denofthieves20180119,en,22.738,6.6,1244,action
2012-04-13,the three stooges,30000000,44338224,54052249,2012,9714025,thethreestooges20120413,en,9.358,5.1,215,comedy
2014-10-24,john wick,30000000,43037835,76235001,2014,33197166,johnwick20141024,en,78.123,7.2,10081,action
2015-04-24,the age of adaline,30000000,42629776,68984536,2015,26354760,theageofadaline20150424,en,8.559,7.4,3853,fantasy
2010-08-06,step up 3d,30000000,42400223,165889117,2010,123488894,stepup3d20100806,en,17.174,6.7,1160,drama
2011-04-08,hanna,30000000,40259119,65343694,2011,25084575,hanna20110408,en,9.709,6.6,1944,action
2013-09-13,the family,30000000,36918811,51078541,2013,14159730,thefamily20130913,en,11.571,6.2,1647,crime
2018-02-09,the 15:17 to paris,30000000,36276286,56096200,2018,19819914,the1517toparis20180209,en,11.576,5.3,799,drama
2013-10-18,carrie,30000000,35266619,82409520,2013,47142901,carrie20131018,en,13.686,5.9,2681,drama
2018-03-02,death wish,30000000,34017028,48575965,2018,14558937,deathwish20180302,en,18.014,5.9,1207,action
2015-06-03,entourage,30000000,32363404,46438538,2015,14075134,entourage20150603,en,13.802,6.2,647,comedy
2013-02-08,side effects,30000000,32172757,66742138,2013,34569381,sideeffects20130208,en,9.426,6.5,1879,thriller
2014-07-02,deliver us from evil,30000000,30577122,87956618,2014,57379496,deliverusfromevil20140702,en,11.283,6.1,1104,thriller
2014-08-01,get on up,30000000,30569935,33339868,2014,2769933,getonup20140801,en,6.288,6.7,251,drama
2012-04-27,the five-year engagement,30000000,28700285,61623819,2012,32923534,thefiveyearengagement20120427,en,10.729,5.8,742,romance
2018-09-14,white boy rick,30000000,24004833,25947983,2018,1943150,whiteboyrick20180914,en,13.794,6.3,277,crime
2011-02-04,sanctum,30000000,23209310,108957098,2011,85747788,sanctum20110204,en,7.457,5.9,515,action
2017-08-25,ballerina,30000000,21858070,96892829,2017,75034759,ballerina20170825,en,13.21,7.2,1024,animation
2010-11-19,the next three days,30000000,21148651,67255916,2010,46107265,thenextthreedays20101119,en,11.147,7.0,1469,romance
2018-01-12,proud mary,30000000,20868638,21709539,2018,840901,proudmary20180112,en,9.371,5.5,259,thriller
2005-01-19,assault on precinct 13,30000000,20040895,36040895,2005,16000000,assaultonprecinct1320050119,en,14.525,6.1,501,thriller
2011-08-19,fright night,30000000,18298649,40520649,2011,22222000,frightnight20110819,en,12.078,6.0,1024,horror
2017-09-15,mother!,30000000,17800004,42531076,2017,24731072,mother20170915,en,15.227,7.0,3458,drama
2015-10-09,steve jobs,30000000,17766658,35579007,2015,17812349,stevejobs20151009,en,8.895,6.8,2572,drama
2013-03-08,dead man down,30000000,10895295,19599974,2013,8704679,deadmandown20130308,en,10.349,6.0,866,thriller
2011-04-29,hoodwinked too: hood vs. evil,30000000,10143779,23353111,2011,13209332,hoodwinkedtoohoodvsevil20110429,en,6.906,5.0,257,comedy
2017-02-03,the space between us,30000000,7885294,16481405,2017,8596111,thespacebetweenus20170203,en,14.437,7.1,1455,romance
2011-01-14,barney's version,30000000,7502560,8845575,2011,1343015,barneysversion20110114,en,7.357,7.2,210,comedy
2018-08-31,kin,30000000,5718096,10096821,2018,4378725,kin20180831,en,23.805,6.2,289,science_fiction
2017-09-22,stronger,30000000,4211129,8786752,2017,4575623,stronger20170922,en,7.836,7.0,782,drama
2011-09-23,machine gun preacher,30000000,538690,3721988,2011,3183298,machinegunpreacher20110923,en,9.12,6.5,477,action
2018-02-02,bilal: a new breed of hero,30000000,490973,648599,2018,157626,bilalanewbreedofhero20180202,en,2.707,6.8,54,action
2015-01-30,wild card,30000000,3200,4315789,2015,4312589,wildcard20150130,en,22.504,5.5,930,thriller
2015-06-05,united passions,30000000,918,168832,2015,167914,unitedpassions20150605,en,1.519,3.3,21,drama
2017-02-24,collide,29200000,2280004,5466698,2017,3186694,collide20170224,en,9.035,5.6,331,thriller
2015-05-15,pitch perfect 2,29000000,184296230,287625468,2015,103329238,pitchperfect220150515,en,18.469,6.8,3599,comedy
2018-09-28,night school,29000000,77339130,103008792,2018,25669662,nightschool20180928,en,12.786,6.0,775,comedy
2016-04-08,the boss,29000000,63077560,78652207,2016,15574647,theboss20160408,en,11.442,5.8,822,comedy
2017-08-18,logan lucky,29000000,27778642,44264271,2017,16485629,loganlucky20170818,en,15.743,6.7,1627,action
2016-08-12,florence foster jenkins,29000000,27383770,56000339,2016,28616569,florencefosterjenkins20160812,en,8.453,6.7,849,comedy
2015-08-14,straight outta compton,28000000,161197785,202182981,2015,40985196,straightouttacompton20150814,en,11.731,7.7,2048,drama
2017-07-21,girls trip,28000000,115108515,140886353,2017,25777838,girlstrip20170721,en,8.589,6.8,968,comedy
2017-11-01,a bad moms christmas,28000000,72110659,127710550,2017,55599891,abadmomschristmas20171101,en,16.604,6.3,1044,comedy
2013-02-14,safe haven,28000000,71399120,94050951,2013,22651831,safehaven20130214,en,9.095,7.1,1433,romance
2015-12-11,the big short,28000000,70259870,133162752,2015,62902882,thebigshort20151211,en,14.327,7.3,4657,comedy
2014-10-10,"alexander and the terrible, horrible, no good, very bad day",28000000,66954149,101379287,2014,34425138,alexanderandtheterriblehorriblenogoodverybadday20141010,en,6.783,6.2,817,family
2018-06-15,tag,28000000,54730625,77026186,2018,22295561,tag20180615,en,18.5,6.8,1297,comedy
2010-04-16,kick-ass,28000000,48071303,97531134,2010,49459831,kickass20100416,en,13.08,7.1,7540,action
2011-08-12,30 minutes or less,28000000,37053924,40966716,2011,3912792,30minutesorless20110812,en,11.315,5.6,825,action
2013-08-16,kick-ass 2,28000000,28795985,63129909,2013,34333924,kickass220130816,en,14.793,6.4,3785,action
2014-09-19,a walk among the tombstones,28000000,26017685,62108587,2014,36090902,awalkamongthetombstones20140919,en,19.373,6.3,1685,crime
2010-01-15,the spy next door,28000000,24307106,46752858,2010,22445752,thespynextdoor20100115,en,10.746,5.7,650,action
2014-04-25,brick mansions,28000000,20396829,73421224,2014,53024395,brickmansions20140425,en,9.194,5.9,909,action
2015-08-21,american ultra,28000000,14439985,30295028,2015,15855043,americanultra20150821,en,9.97,6.0,1756,comedy
2016-02-05,pride and prejudice and zombies,28000000,10907291,16638300,2016,5731009,prideandprejudiceandzombies20160205,en,9.086,5.7,1195,romance
2015-10-30,our brand is crisis,28000000,7002261,8594558,2015,1592297,ourbrandiscrisis20151030,en,8.304,5.9,306,comedy
2012-01-13,joyful noise,27500000,30932113,31157914,2012,225801,joyfulnoise20120113,en,6.787,6.4,70,comedy
2011-10-28,anonymous,27500000,4463292,15815509,2011,11352217,anonymous20111028,en,8.114,6.4,434,drama
2016-05-13,money monster,27000000,41012075,93466095,2016,52454020,moneymonster20160513,en,11.134,6.4,1859,thriller
2011-08-19,spy kids: all the time in the world,27000000,38536376,80681183,2011,42144807,spykidsallthetimeintheworld20110819,en,10.009,4.6,487,family
2013-04-26,pain & gain,26000000,49875291,81275291,2013,31400000,paingain20130426,en,16.509,6.1,2500,thriller
2010-01-22,legion,26000000,40168080,67647574,2010,27479494,legion20100122,en,12.032,5.3,1154,horror
2012-08-29,lawless,26000000,37397291,54393687,2012,16996396,lawless20120829,en,12.147,7.0,1660,crime
2014-10-17,the best of me,26000000,26766213,41059418,2014,14293205,thebestofme20141017,en,8.622,7.3,1512,drama
2012-04-27,the raven,26000000,16008272,30601801,2012,14593529,theraven20120427,en,8.635,6.3,681,crime
2015-07-10,self/less,26000000,12279691,33667319,2015,21387628,selfless20150710,en,19.131,6.3,1815,science_fiction
2013-10-18,the fifth estate,26000000,3254172,6154172,2013,2900000,thefifthestate20131018,en,6.611,5.9,549,drama
2014-03-21,blood ties,26000000,42472,2923959,2014,2881487,bloodties20140321,en,12.003,6.1,268,thriller
2011-08-10,the help,25000000,169705587,213120004,2011,43414417,thehelp20110810,en,12.598,8.1,3944,drama
2014-01-17,ride along,25000000,134202565,153733800,2014,19531235,ridealong20140117,en,10.831,6.2,1277,action
2012-12-25,parental guidance,25000000,77267296,120832383,2012,43565087,parentalguidance20121225,en,10.124,5.8,276,comedy
2011-01-21,no strings attached,25000000,70662220,149228078,2011,78565858,nostringsattached20110121,en,14.203,6.2,2612,comedy
2012-01-13,contraband,25000000,66528000,98406855,2012,31878855,contraband20120113,en,12.357,6.2,1114,thriller
2012-04-20,the lucky one,25000000,60457138,96633833,2012,36176695,theluckyone20120420,en,13.14,6.9,2012,drama
2011-04-22,madea's big happy family,25000000,53345287,54160818,2011,815531,madeasbighappyfamily20110422,en,9.393,6.7,71,comedy
2012-01-27,the grey,25000000,51580136,81249176,2012,29669040,thegrey20120127,en,12.942,6.5,2280,drama
2015-11-20,the night before,25000000,43035725,52427346,2015,9391621,thenightbefore20151120,en,9.014,6.1,956,comedy
2014-05-16,million dollar arm,25000000,36447959,39217912,2014,2769953,milliondollararm20140516,en,7.771,6.8,353,drama
2018-09-07,peppermint,25000000,35418723,51800758,2018,16382035,peppermint20180907,en,32.476,6.5,716,thriller
2017-02-17,fist fight,25000000,32187017,40286416,2017,8099399,fistfight20170217,en,9.808,6.0,708,comedy
2011-12-09,the sitter,25000000,30542576,38749404,2011,8206828,thesitter20111209,en,11.571,5.4,472,comedy
2014-04-11,draft day,25000000,28842237,29847480,2014,1005243,draftday20140411,en,10.581,6.6,460,drama
2017-02-03,rings,25000000,27793018,82917283,2017,55124265,rings20170203,en,13.53,4.9,1785,horror
2010-04-23,the losers,25000000,23591432,29863840,2010,6272408,thelosers20100423,en,10.202,6.2,844,action
2011-02-11,the eagle,25000000,19490041,38993548,2011,19503507,theeagle20110211,en,8.443,6.1,694,adventure
2011-09-02,shark night 3d,25000000,18877153,18877153,2011,0,sharknight3d20110902,en,7.879,5.0,245,horror
2017-03-24,chips,25000000,18600152,23190292,2017,4590140,chips20170324,en,13.744,6.0,657,action
2004-02-20,eurotrip,25000000,17718223,20718223,2004,3000000,eurotrip20040220,en,11.632,6.5,1205,comedy
2017-12-22,father figures,25000000,17501244,21038441,2017,3537197,fatherfigures20171222,en,12.45,5.8,277,comedy
2013-10-25,the counselor,25000000,16973715,71009334,2013,54035619,thecounselor20131025,en,10.55,5.1,1072,thriller
2018-12-07,mary queen of scots,25000000,16468499,46734733,2018,30266234,maryqueenofscots20181207,en,16.115,6.6,592,drama
2010-10-08,my soul to take,25000000,14744435,16727470,2010,1983035,mysoultotake20101008,en,9.808,5.4,247,drama
2011-09-09,warrior,25000000,13657115,24215385,2011,10558270,warrior20110909,en,15.478,7.8,2189,drama
2017-09-22,battle of the sexes,25000000,12638526,18445379,2017,5806853,battleofthesexes20170922,en,11.988,6.9,1045,comedy
2012-12-21,cirque du soleil: worlds away,25000000,12512862,28012862,2012,15500000,cirquedusoleilworldsaway20121221,en,6.538,6.8,82,fantasy
2011-04-15,the conspirator,25000000,11538204,15907411,2011,4369207,theconspirator20110415,en,6.493,6.5,226,crime
2011-09-16,straw dogs,25000000,10324441,11253821,2011,929380,strawdogs20110916,en,8.749,5.7,255,drama
2018-10-12,beautiful boy,25000000,7634767,13031424,2018,5396657,beautifulboy20181012,en,17.409,7.6,500,drama
2018-04-13,sgt. stubby: an american hero,25000000,3054285,3645957,2018,591672,sgtstubbyanamericanhero20180413,en,6.107,6.4,9,animation
2011-12-16,carnage,25000000,2546747,38112154,2011,35565407,carnage20111216,en,10.181,7.1,1478,comedy
2015-11-20,legend,25000000,1872994,42425450,2015,40552456,legend20151120,en,10.195,6.8,1692,crime
2016-01-29,jane got a gun,25000000,1513793,3771345,2016,2257552,janegotagun20160129,en,8.825,5.5,439,action
2010-06-30,love ranch,25000000,137885,146149,2010,8264,loveranch20100630,en,6.185,6.1,28,drama
2011-07-08,ironclad,25000000,0,5297411,2011,5297411,ironclad20110708,en,10.202,6.1,373,romance
2012-11-09,dangerous liaisons,24200000,17000,10447579,2012,10430579,dangerousliaisons20121109,zh,3.035,6.2,22,drama
2014-06-20,think like a man too,24000000,65028687,70027933,2014,4999246,thinklikeamantoo20140620,en,8.25,6.3,319,comedy
2016-12-16,fences,24000000,57682904,64282881,2016,6599977,fences20161216,en,12.753,6.8,1465,drama
2011-10-14,footloose,24000000,51802742,62989834,2011,11187092,footloose20111014,en,10.269,6.6,929,drama
2017-04-07,going in style,24000000,45018541,78672579,2017,33654038,goinginstyle20170407,en,11.25,6.6,1324,crime
2010-08-20,piranha 3d,24000000,25003155,83660160,2010,58657005,piranha3d20100820,en,11.302,5.3,1029,comedy
2011-09-16,i don't know how she does it,24000000,9659074,24474463,2011,14815389,idontknowhowshedoesit20110916,en,8.271,5.2,231,romance
2013-12-20,dhoom 3,24000000,8031955,11723620,2013,3691665,dhoom320131220,hi,6.798,5.9,136,action
2018-11-16,green book,23000000,85080171,322034439,2018,236954268,greenbook20181116,en,36.284,8.3,3499,drama
2015-01-16,the wedding ringer,23000000,64460211,80171596,2015,15711385,theweddingringer20150116,en,15.876,6.5,961,comedy
2011-10-07,the ides of march,23000000,40962534,77735925,2011,36773391,theidesofmarch20111007,en,10.127,6.7,1405,drama
2016-02-26,eddie the eagle,23000000,15789389,45060480,2016,29271091,eddietheeagle20160226,en,11.483,7.2,1190,comedy
2016-11-18,nocturnal animals,22500000,10663357,32398681,2016,21735324,nocturnalanimals20161118,en,16.19,7.4,4192,drama
2015-04-24,the water diviner,22500000,4200117,31054727,2015,26854610,thewaterdiviner20150424,en,11.479,6.8,682,war
2014-02-28,son of god,22000000,59700064,70949793,2014,11249729,sonofgod20140228,en,8.289,6.4,123,drama
2014-08-08,the hundred-foot journey,22000000,54235441,94270488,2014,40035047,thehundredfootjourney20140808,en,8.26,7.3,785,drama
2012-08-03,diary of a wimpy kid: dog days,22000000,49008662,77229695,2012,28221033,diaryofawimpykiddogdays20120803,en,11.36,6.2,440,comedy
2005-11-11,derailed,22000000,36020063,57520063,2005,21500000,derailed20051111,en,7.814,6.2,500,drama
2013-11-22,delivery man,22000000,30659817,70536870,2013,39877053,deliveryman20131122,en,7.962,6.2,858,comedy
2016-02-05,"hail, caesar!",22000000,30080225,64160680,2016,34080455,hailcaesar20160205,en,12.312,5.9,2328,comedy
2017-05-19,diary of a wimpy kid: the long haul,22000000,20738724,35609577,2017,14870853,diaryofawimpykidthelonghaul20170519,en,10.839,5.6,193,comedy
2013-11-27,homefront,22000000,20158492,51695362,2013,31536870,homefront20131127,en,14.422,6.5,1410,action
2015-09-04,the transporter refueled,22000000,16029670,69698495,2015,53668825,thetransporterrefueled20150904,en,13.428,5.4,836,thriller
2012-08-22,hit & run,22000000,13749300,17216955,2012,3467655,hitrun20120822,en,7.48,5.7,312,action
2017-11-17,"roman j. israel, esq.",22000000,11962712,12967012,2017,1004300,romanjisraelesq20171117,en,12.688,6.2,499,drama
2017-12-08,just getting started,22000000,6069605,6756412,2017,686807,justgettingstarted20171208,en,8.459,4.9,94,action
2014-10-31,before i go to sleep,22000000,3242457,19563579,2014,16321122,beforeigotosleep20141031,en,16.07,6.4,1098,mystery
2012-06-22,to rome with love,21500000,16684352,74326015,2012,57641663,toromewithlove20120622,en,9.563,5.7,1097,romance
2018-04-06,blockers,21000000,60311495,94045328,2018,33733833,blockers20180406,en,21.841,6.1,969,comedy
2010-11-05,for colored girls,21000000,37729698,38017873,2010,288175,forcoloredgirls20101105,en,2.858,6.8,33,drama
2017-08-04,kidnap,21000000,30718107,34836080,2017,4117973,kidnap20170804,en,10.959,6.0,805,drama
2011-12-09,tinker tailor soldier spy,21000000,24149393,81452811,2011,57303418,tinkertailorsoldierspy20111209,en,10.831,6.7,1402,drama
2017-02-24,bitter harvest,21000000,557241,606162,2017,48921,bitterharvest20170224,en,5.489,6.2,42,war
2016-12-09,la la land,20000000,151101803,426351163,2016,275249360,lalaland20161209,en,16.275,7.9,10028,comedy
2013-07-19,the conjuring,20000000,137400141,318000141,2013,180600000,theconjuring20130719,en,18.886,7.5,5912,horror
2017-11-17,wonder,20000000,132422809,304604712,2017,172181903,wonder20171117,en,20.101,8.2,3959,drama
2010-10-15,jackass 3d,20000000,117229692,171685793,2010,54456101,jackass3d20101015,en,10.715,6.3,655,comedy
2016-07-29,bad moms,20000000,113257297,180998716,2016,67741419,badmoms20160729,en,14.332,6.5,2600,comedy
2010-03-31,the last song,20000000,62950384,92678948,2010,29728564,thelastsong20100331,en,9.237,7.2,2199,drama
2010-04-02,why did i get married too?,20000000,60095852,60831067,2010,735215,whydidigetmarriedtoo20100402,en,6.636,5.9,49,comedy
2016-06-03,me before you,20000000,56245075,208265198,2016,152020123,mebeforeyou20160603,en,16.917,7.7,5939,drama
2016-04-15,barbershop: the next cut,20000000,54030051,54404202,2016,374151,barbershopthenextcut20160415,en,12.846,6.0,248,comedy
2018-09-14,a simple favor,20000000,53548586,97628717,2018,44080131,asimplefavor20180914,en,21.121,6.6,1756,thriller
2015-11-06,spotlight,20000000,45055776,92088460,2015,47032684,spotlight20151106,en,16.354,7.8,4935,drama
2018-03-30,acrimony,20000000,43549096,46627836,2018,3078740,acrimony20180330,en,10.6,6.6,186,drama
