release_date_x,movie_title_x,production_budget,domestic_gross,worldwide_gross,release_year_x,foreign_gross,movie_id,original_language,popularity,vote_average,vote_count,primary_genre
2017-12-20,the greatest showman,84000000,174340174,386665550,2017,212325376,thegreatestshowman20171220,en,22.009,8.0,5197,drama
2013-07-19,red 2,84000000,53262560,141507355,2013,88244795,red220130719,en,14.994,6.5,2368,action
2008-07-11,hellboy ii: the golden army,82500000,75986503,160388063,2008,84401560,hellboyiithegoldenarmy20080711,en,16.266,6.7,2820,adventure
2012-03-23,the hunger games,80000000,408010692,677923379,2012,269912687,thehungergames20120323,en,14.212,7.1,14587,science_fiction
2017-02-10,the lego batman movie,80000000,175750384,310660018,2017,134909634,thelegobatmanmovie20170210,en,19.352,7.2,2882,action
2015-09-25,hotel transylvania 2,80000000,169700110,469500298,2015,299800188,hoteltransylvania220150925,en,16.553,6.7,3184,animation
2013-07-12,grown ups 2,80000000,133668525,247023808,2013,113355283,grownups220130712,en,11.289,5.9,2090,comedy
2011-12-16,alvin and the chipmunks: chipwrecked,80000000,133107389,349088523,2011,215981134,alvinandthechipmunkschipwrecked20111216,en,12.672,5.5,1055,comedy
2011-02-11,just go with it,80000000,103028109,214974953,2011,111946844,justgowithit20110211,en,19.565,6.4,2958,comedy
2010-12-17,yogi bear,80000000,100246011,204774690,2010,104528679,yogibear20101217,en,9.096,5.3,387,comedy
2014-10-17,fury,80000000,85817906,210315681,2014,124497775,fury20141017,en,29.117,7.4,6653,war
2018-09-28,smallfoot,80000000,83240103,213691277,2018,130451174,smallfoot20180928,en,26.231,6.6,600,animation
2011-07-08,zookeeper,80000000,80360866,170805525,2011,90444659,zookeeper20110708,en,10.764,5.3,886,comedy
2013-12-20,walking with dinosaurs,80000000,36076121,123368842,2013,87292721,walkingwithdinosaurs20131220,en,10.56,5.4,210,animation
2015-10-23,the last witch hunter,80000000,27367660,130818912,2015,103451252,thelastwitchhunter20151023,en,16.685,5.8,2193,fantasy
2014-02-21,pompeii,80000000,23169033,108469033,2014,85300000,pompeii20140221,en,25.215,5.4,2078,action
2012-02-10,journey 2: the mysterious island,79000000,103860290,318146162,2012,214285872,journey2themysteriousisland20120210,en,14.454,5.9,2152,adventure
2011-11-11,jack and jill,79000000,74158157,150519217,2011,76361060,jackandjill20111111,en,11.277,4.1,1124,comedy
2013-09-27,cloudy with a chance of meatballs 2,78000000,119793567,274392649,2013,154599082,cloudywithachanceofmeatballs220130927,en,18.335,6.4,1679,animation
2018-07-20,the equalizer 2,77000000,102084362,190453132,2018,88368770,theequalizer220180720,en,22.961,6.4,2089,thriller
2013-07-03,despicable me 2,76000000,368065385,975216835,2013,607151450,despicableme220130703,en,19.014,6.9,7319,animation
2016-07-08,the secret life of pets,75000000,368384330,886750534,2016,518366204,thesecretlifeofpets20160708,en,9.909,6.1,5374,adventure
2016-12-21,sing,75000000,270329045,634454789,2016,364125744,sing20161221,en,17.572,6.9,4303,animation
2017-06-30,despicable me 3,75000000,264624300,1034727750,2017,770103450,despicableme320170630,en,16.407,6.3,4106,action
2013-05-31,now you see me,75000000,117723989,342769200,2013,225045211,nowyouseeme20130531,en,16.646,7.4,9871,thriller
2018-08-03,christopher robin,75000000,99215042,197504758,2018,98289716,christopherrobin20180803,en,20.931,7.4,1280,adventure
2011-11-11,immortals,75000000,83504017,211562435,2011,128058418,immortals20111111,en,14.774,5.8,1431,fantasy
2010-06-04,killers,75000000,47059963,95572749,2010,48512786,killers20100604,en,10.221,5.8,1314,action
2015-08-14,the man from u.n.c.l.e.,75000000,45445109,104949584,2015,59504475,themanfromuncle20150814,en,18.956,7.1,3525,comedy
2011-03-25,sucker punch,75000000,36392502,89758389,2011,53365887,suckerpunch20110325,en,14.416,6.0,2716,action
2016-10-28,inferno,75000000,34343574,219519367,2016,185175793,inferno20161028,en,17.41,5.9,3877,mystery
2015-07-10,minions,74000000,336045770,1160336173,2015,824290403,minions20150710,en,9.338,6.4,7343,family
2015-02-06,the spongebob movie: sponge out of water,74000000,162994032,311013181,2015,148019149,thespongebobmoviespongeoutofwater20150206,en,13.815,5.7,1165,adventure
2016-05-20,the angry birds movie,73000000,107509366,352327887,2016,244818521,theangrybirdsmovie20160520,en,17.998,6.0,1851,animation
2013-03-22,olympus has fallen,70000000,98927592,172878928,2013,73951336,olympushasfallen20130322,en,13.864,6.2,4086,action
2011-12-25,war horse,70000000,79883359,156815529,2011,76932170,warhorse20111225,en,10.378,7.2,1849,drama
2014-02-07,the monuments men,70000000,78031620,158702748,2014,80671128,themonumentsmen20140207,en,12.861,5.9,2229,war
2016-09-23,storks,70000000,72679278,183353431,2016,110674153,storks20160923,en,12.101,6.5,1308,adventure
2017-09-22,the lego ninjago movie,70000000,59281555,122737201,2017,63455646,thelegoninjagomovie20170922,en,14.607,6.3,424,action
2012-06-15,rock of ages,70000000,38518613,61031932,2012,22513319,rockofages20120615,en,11.369,6.1,686,comedy
2016-01-29,the finest hours,70000000,27569558,49252761,2016,21683203,thefinesthours20160129,en,12.673,6.4,943,action
2013-10-18,escape plan,70000000,25135965,103735965,2013,78600000,escapeplan20131018,en,17.88,6.7,2799,action
2011-09-23,killer elite,70000000,25124986,65409046,2011,40284060,killerelite20110923,en,15.135,6.2,1093,action
2014-01-10,the legend of hercules,70000000,18848538,58953319,2014,40104781,thelegendofhercules20140110,en,13.754,4.5,805,action
2015-01-16,blackhat,70000000,8005980,19665004,2015,11659024,blackhat20150116,en,16.824,5.3,1165,crime
2010-07-09,despicable me,69000000,251513985,543464573,2010,291950588,despicableme20100709,en,23.673,7.2,10057,animation
2010-07-30,dinner for schmucks,69000000,73026337,86796502,2010,13770165,dinnerforschmucks20100730,en,6.632,5.6,920,comedy
2018-03-02,red sparrow,69000000,46874505,145951861,2018,99077356,redsparrow20180302,en,18.117,6.5,3406,mystery
2015-06-26,ted 2,68000000,81476385,217214143,2015,135737758,ted220150626,en,17.684,6.1,4227,comedy
2011-02-25,hall pass,68000000,45060734,87173475,2011,42112741,hallpass20110225,en,9.984,5.5,1009,comedy
2017-12-22,downsizing,68000000,24449754,54462971,2017,30013217,downsizing20171222,en,10.682,5.1,1887,comedy
2012-06-22,abraham lincoln: vampire hunter,67500000,37519139,137489730,2012,99970591,abrahamlincolnvampirehunter20120622,en,12.498,5.6,2009,action
2014-03-14,need for speed,66000000,43568507,194169619,2014,150601112,needforspeed20140314,en,13.723,6.1,2389,action
2014-12-25,unbroken,65000000,115637895,163527824,2014,47889929,unbroken20141225,en,12.354,7.4,2240,drama
2015-06-05,spy!,65000000,110825712,232585748,2015,121760036,spy20150605,en,12.54,6.8,3917,action
2014-12-19,annie,65000000,85911262,139829625,2014,53918363,annie20141219,en,13.422,6.1,770,comedy
2012-05-16,the dictator,65000000,59650222,180148897,2012,120498675,thedictator20120516,en,12.592,6.0,3042,comedy
2012-02-17,this means war,65000000,54760791,156974557,2012,102213766,thismeanswar20120217,en,12.017,6.0,2096,action
2015-02-27,focus,65000000,53862963,168065700,2015,114202737,focus20150227,en,10.704,6.8,4173,romance
2004-12-08,blade: trinity,65000000,52397389,131353165,2004,78955776,bladetrinity20041208,en,15.99,5.7,2058,science_fiction
2012-11-21,red dawn,65000000,44806783,48164150,2012,3357367,reddawn20121121,en,13.904,5.4,849,war
2015-09-18,everest,65000000,43482270,221297061,2015,177814791,everest20150918,en,19.9,6.7,2874,adventure
2012-09-14,resident evil: retribution,65000000,42345531,240647629,2012,198302098,residentevilretribution20120914,en,1.325,5.7,2321,action
2014-01-24,"i, frankenstein",65000000,19075290,74575290,2014,55500000,ifrankenstein20140124,en,12.7,5.2,1090,horror
2014-08-22,sin city: a dame to kill for,65000000,13757804,40650842,2014,26893038,sincityadametokillfor20140822,en,20.896,6.3,2210,crime
2016-12-25,live by night,65000000,10378555,21774432,2016,11395877,livebynight20161225,en,11.322,6.2,759,crime
2018-10-26,air strike,65000000,0,516279,2018,516279,airstrike20181026,en,6.971,3.9,56,drama
2011-04-01,hop,63000000,108085305,188657593,2011,80572288,hop20110401,en,14.738,5.6,611,animation
2017-09-15,american assassin,63000000,36249674,68310140,2017,32060466,americanassassin20170915,en,15.434,6.3,1596,action
2015-12-25,the hateful eight,62000000,54117416,147864886,2015,93747470,thehatefuleight20151225,en,20.681,7.7,8065,crime
2014-10-03,gone girl,61000000,167767189,368567189,2014,200800000,gonegirl20141003,en,31.215,7.9,10459,mystery
2015-09-18,maze runner: the scorch trials,61000000,81697192,310566162,2015,228868970,mazerunnerthescorchtrials20150918,en,17.31,6.6,6365,action
2013-08-02,2 guns,61000000,75612460,132493015,2013,56880555,2guns20130802,en,14.8,6.5,2368,action
2018-01-26,maze runner: the death cure,61000000,58032443,265878536,2018,207846093,mazerunnerthedeathcure20180126,en,23.166,7.0,3894,action
2014-02-07,the lego movie,60000000,257784718,457729388,2014,199944670,thelegomovie20140207,en,19.375,7.4,4839,adventure
2016-09-09,sully,60000000,125070033,238524556,2016,113454523,sully20160909,en,18.148,7.1,3924,drama
2002-06-14,the bourne identity,60000000,121468960,214357371,2002,92888411,thebourneidentity20020614,en,17.935,7.4,5406,action
2012-12-21,jack reacher,60000000,80070736,217370736,2012,137300000,jackreacher20121221,en,18.312,6.4,4155,crime
2011-09-09,contagion,60000000,75658097,137551594,2011,61893497,contagion20110909,en,10.444,6.3,2128,drama
2016-03-04,london has fallen,60000000,62524260,195194085,2016,132669825,londonhasfallen20160304,en,15.287,5.9,2591,action
2016-10-21,jack reacher: never go back,60000000,58697076,159946489,2016,101249413,jackreachernevergoback20161021,en,17.085,5.6,2831,action
2015-12-25,joy,60000000,56451232,101134059,2015,44682827,joy20151225,en,10.305,6.5,2723,drama
2012-08-17,paranorman,60000000,56003051,108119662,2012,52116611,paranorman20120817,en,13.32,6.8,1358,family
2008-12-19,the tale of despereaux,60000000,50877145,90482317,2008,39605172,thetaleofdespereaux20081219,en,8.978,5.8,464,adventure
2014-09-26,the boxtrolls,60000000,50837305,111946251,2014,61108946,theboxtrolls20140926,en,11.219,6.7,1016,animation
2017-08-04,the dark tower,60000000,50701325,113461527,2017,62760202,thedarktower20170804,en,15.517,5.6,2842,action
2014-01-17,jack ryan: shadow recruit,60000000,50577412,131377412,2014,80800000,jackryanshadowrecruit20140117,en,11.061,6.1,1687,action
2018-12-25,vice,60000000,47836282,70883171,2018,23046889,vice20181225,en,20.125,7.1,1213,drama
2013-01-11,gangster squad,60000000,46000903,104100903,2013,58100000,gangstersquad20130111,en,13.029,6.3,2527,crime
2017-04-07,smurfs: the lost village,60000000,45020282,197578586,2017,152558304,smurfsthelostvillage20170407,en,15.663,6.2,736,adventure
2018-10-12,first man,60000000,44936545,105203825,2018,60267280,firstman20181012,en,22.958,7.1,2304,history
2010-01-29,edge of darkness,60000000,43313890,82812456,2010,39498566,edgeofdarkness20100129,en,11.252,6.3,794,crime
2012-09-21,trouble with the curve,60000000,35763137,47818913,2012,12055776,troublewiththecurve20120921,en,8.548,6.7,613,drama
2000-09-15,almost famous,60000000,32522352,47371191,2000,14848839,almostfamous20000915,en,11.022,7.5,1339,drama
2013-08-21,the mortal instruments: city of bones,60000000,31165421,75965567,2013,44800146,themortalinstrumentscityofbones20130821,en,16.484,6.3,2915,action
2011-05-13,priest,60000000,29136626,84154026,2011,55017400,priest20110513,en,15.318,5.5,1157,fantasy
2017-02-24,rock dog,60000000,9420546,24148488,2017,14727942,rockdog20170224,en,10.362,5.7,123,adventure
2015-01-23,mortdecai,60000000,7696134,30396134,2015,22700000,mortdecai20150123,en,13.263,5.4,1666,comedy
2015-12-11,the ridiculous 6,60000000,0,0,2015,0,theridiculous620151211,en,10.187,5.0,676,comedy
2018-03-23,sherlock gnomes,59000000,43242871,87527651,2018,44284780,sherlockgnomes20180323,en,12.987,5.4,343,romance
2016-02-12,deadpool,58000000,363070709,801025593,2016,437954884,deadpool20160212,en,35.067,7.6,20175,action
2014-12-25,american sniper,58000000,350126372,547326372,2014,197200000,americansniper20141225,en,18.473,7.4,7658,war
2015-10-16,goosebumps,58000000,80069458,158905324,2015,78835866,goosebumps20151016,en,18.957,6.2,2147,adventure
2013-06-07,the internship,58000000,44672764,93672764,2013,49000000,theinternship20130607,en,0.6,6.2,2631,comedy
2017-03-24,life,58000000,30234022,100929666,2017,70695644,life20170324,en,17.021,6.4,4180,horror
2010-09-10,resident evil: afterlife,57500000,60128566,295874190,2010,235745624,residentevilafterlife20100910,en,0.667,5.9,2119,action
2012-06-15,that's my boy,57500000,36931089,58085235,2012,21154146,thatsmyboy20120615,en,12.817,5.5,831,comedy
2014-12-25,into the woods,56200000,128002372,213116401,2014,85114029,intothewoods20141225,en,13.726,5.7,2880,fantasy
2018-11-02,bohemian rhapsody,55000000,216303339,894985342,2018,678682003,bohemianrhapsody20181102,en,37.197,8.1,7629,drama
2017-02-10,fifty shades darker,55000000,114434010,381398492,2017,266964482,fiftyshadesdarker20170210,en,12.083,6.1,4489,drama
2013-10-11,captain phillips,55000000,107136417,220648184,2013,113511767,captainphillips20131011,en,15.483,7.6,3909,action
2017-11-10,murder on the orient express,55000000,102826543,345922730,2017,243096187,murderontheorientexpress20171110,en,15.937,6.7,5406,crime
2014-09-26,the equalizer,55000000,101530738,192903624,2014,91372886,theequalizer20140926,en,28.942,7.2,4989,thriller
2018-02-09,fifty shades freed,55000000,100407760,371350619,2018,270942859,fiftyshadesfreed20180209,en,22.512,6.1,3535,drama
2015-01-16,paddington,55000000,76223578,258789097,2015,182565519,paddington20150116,en,13.565,7.0,1904,comedy
2013-11-01,free birds,55000000,55750480,110387072,2013,54636592,freebirds20131101,en,11.062,5.8,410,animation
2014-03-21,muppets most wanted,55000000,51178893,79312301,2014,28133408,muppetsmostwanted20140321,en,9.118,6.2,473,comedy
2016-08-19,kubo and the two strings,55000000,48023088,77548122,2016,29525034,kuboandthetwostrings20160819,en,13.847,7.7,2029,animation
2012-07-27,the watch,55000000,34353000,67130045,2012,32777045,thewatch20120727,en,10.228,5.4,1356,action
2018-02-23,annihilation,55000000,32732301,43070915,2018,10338614,annihilation20180223,en,25.197,6.3,4465,science_fiction
2015-10-16,crimson peak,55000000,31090320,74966854,2015,43876534,crimsonpeak20151016,en,9.897,6.5,2986,drama
2013-02-01,bullet to the head,55000000,9489829,22597969,2013,13108140,bullettothehead20130201,en,17.574,5.4,681,action
2015-09-18,black mass,53000000,62575678,98837872,2015,36262194,blackmass20150918,en,14.646,6.4,2020,drama
2012-12-19,zero dark thirty,52500000,95720716,134612435,2012,38891719,zerodarkthirty20121219,en,14.239,6.9,2553,thriller
2006-06-02,the break-up,52000000,118703275,205727307,2006,87024032,thebreakup20060602,en,11.165,5.7,1480,romance
2011-08-05,the change-up,52000000,37243418,75997067,2011,38753649,thechangeup20110805,en,12.122,6.0,1406,comedy
2010-02-05,from paris with love,52000000,24077427,53139168,2010,29061741,frompariswithlove20100205,en,12.862,6.2,1075,action
2018-08-17,alpha,51000000,35851379,99624873,2018,63773494,alpha20180817,en,24.536,5.9,1167,adventure
2011-03-04,the adjustment bureau,50200000,62495645,126931325,2011,64435680,theadjustmentbureau20110304,en,13.717,6.6,2615,science_fiction
2012-06-29,ted,50000000,218665740,556016627,2012,337350887,ted20120629,en,14.475,6.3,7727,comedy
2014-06-13,22 jump street,50000000,191719337,331333876,2014,139614539,22jumpstreet20140613,en,11.176,6.9,5167,crime
2016-06-17,central intelligence,50000000,127440871,217194805,2016,89753934,centralintelligence20160617,en,14.478,6.3,3133,action
2013-12-18,anchorman 2: the legend continues,50000000,127352707,172185754,2013,44833047,anchorman2thelegendcontinues20131218,en,12.08,6.1,1408,comedy
2018-11-21,creed ii,50000000,115715889,213591522,2018,97875633,creedii20181121,en,26.907,6.7,2236,drama
2018-02-09,peter rabbit,50000000,115234093,347136477,2018,231902384,peterrabbit20180209,en,15.974,6.5,650,animation
2018-12-14,the mule,50000000,103804407,170857676,2018,67053269,themule20181214,en,33.83,6.5,1584,crime
2014-02-28,non-stop,50000000,91742160,222383055,2014,130640895,nonstop20140228,en,13.562,6.8,3330,action
2011-07-29,"crazy, stupid, love",50000000,84351197,147142328,2011,62791131,crazystupidlove20110729,en,13.277,7.2,4585,comedy
2017-12-22,the post,50000000,81903458,179748880,2017,97845422,thepost20171222,en,15.551,7.0,2506,drama
2011-12-23,we bought a zoo,50000000,75624550,118729073,2011,43104523,weboughtazoo20111223,en,9.931,6.7,1523,drama
2012-04-06,american reunion,50000000,56758835,236799211,2012,180040376,americanreunion20120406,en,17.199,6.2,2679,comedy
2013-01-25,hansel & gretel: witch hunters,50000000,55703475,214949716,2013,159246241,hanselgretelwitchhunters20130125,en,15.982,5.9,4548,fantasy
2011-02-18,i am number four,50000000,55100437,146195159,2011,91094722,iamnumberfour20110218,en,11.555,6.0,2805,action
2016-01-15,13 hours: the secret soldiers of benghazi,50000000,52853219,69411370,2016,16558151,13hoursthesecretsoldiersofbenghazi20160115,en,21.486,7.0,1573,action
2017-09-29,american made,50000000,51342000,135569212,2017,84227212,americanmade20170929,en,16.748,6.7,2188,action
2014-10-17,the book of life,50000000,50151543,97651543,2014,47500000,thebookoflife20141017,en,11.392,7.4,1228,romance
2014-08-08,into the storm,50000000,47602194,150429371,2014,102827177,intothestorm20140808,en,8.884,5.8,1169,action
2014-10-10,the judge,50000000,47119388,76119388,2014,29000000,thejudge20141010,en,16.464,7.3,2356,drama
2016-08-19,war dogs,50000000,43034523,86234503,2016,43199980,wardogs20160819,en,10.654,6.8,2387,comedy
2016-05-20,the nice guys,50000000,36261763,59596747,2016,23334984,theniceguys20160520,en,13.743,7.1,4272,comedy
2010-06-04,marmaduke,50000000,33644788,89895930,2010,56251142,marmaduke20100604,en,8.487,5.1,367,family
2016-02-12,zoolander 2,50000000,28848693,55348693,2016,26500000,zoolander220160212,en,12.997,4.7,1374,comedy
2013-03-29,the host,50000000,26623701,64477051,2013,37853350,thehost20130329,en,11.458,6.2,2788,action
2015-03-13,run all night,50000000,26461644,66961644,2015,40500000,runallnight20150313,en,17.592,6.4,1684,action
2011-04-08,your highness,50000000,21596445,26121638,2011,4525193,yourhighness20110408,en,12.254,5.3,735,comedy
2016-09-16,snowden,50000000,21587519,35380918,2016,13793399,snowden20160916,en,13.703,7.1,2427,drama
2011-09-30,dream house,50000000,21302340,41642166,2011,20339826,dreamhouse20110930,en,9.047,6.0,670,drama
2016-06-24,free state of jones,50000000,20810036,23237252,2016,2427216,freestateofjones20160624,en,8.574,6.6,787,action
2013-02-14,beautiful creatures,50000000,19452138,60282876,2013,40830738,beautifulcreatures20130214,en,11.198,5.7,1826,fantasy
2018-02-16,early man,50000000,8267544,45285890,2018,37018346,earlyman20180216,en,16.675,5.9,338,family
2015-04-17,child 44,50000000,1224330,8004221,2015,6779891,child4420150417,en,26.386,6.2,903,crime
2015-03-06,chappie,49000000,31569268,105002056,2015,73432788,chappie20150306,en,24.52,6.7,4995,crime
2012-11-16,anna karenina,49000000,12816367,71004627,2012,58188260,annakarenina20121116,en,9.987,6.7,1265,drama
2015-01-09,taken 3,48000000,89256424,327656424,2015,238400000,taken320150109,en,27.679,6.1,3406,thriller
2018-11-16,instant family,48000000,67363237,119736188,2018,52372951,instantfamily20181116,en,22.634,7.6,782,comedy
2010-01-22,tooth fairy,48000000,60022256,112610386,2010,52588130,toothfairy20100122,en,12.65,5.3,1058,comedy
2016-07-13,the infiltrator,47500000,15436808,20718104,2016,5281296,theinfiltrator20160713,en,9.588,6.6,943,crime
2016-11-11,arrival,47000000,100546139,203127894,2016,102581755,arrival20161111,en,25.442,7.4,10387,drama
2010-06-18,jonah hex,47000000,10547117,11022696,2010,475579,jonahhex20100618,en,13.467,4.6,708,action
2016-12-23,silence,46500000,7100177,23726626,2016,16626449,silence20161223,en,10.617,7.1,1560,drama
2017-12-22,pitch perfect 3,45000000,104897530,185736412,2017,80838882,pitchperfect320171222,en,14.89,6.5,1884,comedy
2011-11-23,the muppets,45000000,88625922,160971922,2011,72346000,themuppets20111123,en,11.324,6.6,831,comedy
2016-10-07,the girl on the train,45000000,75395035,174278214,2016,98883179,thegirlonthetrain20161007,en,11.927,6.3,3479,crime
2010-03-19,the bounty hunter,45000000,67061228,135808837,2010,68747609,thebountyhunter20100319,en,9.861,5.7,1627,action
2016-12-09,office christmas party,45000000,54767494,91323299,2016,36555805,officechristmasparty20161209,en,10.729,5.6,1191,comedy
2012-07-06,savages,45000000,47323100,82513490,2012,35190390,savages20120706,en,7.504,6.3,1246,crime
2014-05-23,blended,45000000,46290741,127990741,2014,81700000,blended20140523,en,10.613,6.7,1709,comedy
2017-06-16,all eyez on me,45000000,44922302,54876855,2017,9954553,alleyezonme20170616,en,7.249,6.4,695,drama
2012-09-21,dredd,45000000,13414714,41467606,2012,28052892,dredd20120921,en,13.223,6.7,2788,action
2018-12-21,welcome to marwen,45000000,10763520,12874922,2018,2111402,welcometomarwen20181221,en,22.032,6.6,286,drama
2011-10-21,johnny english reborn,45000000,8406711,164640401,2011,156233690,johnnyenglishreborn20111021,en,15.542,6.1,1810,crime
2012-10-12,argo,44500000,136025503,227140757,2012,91115254,argo20121012,en,15.793,7.2,5127,drama
2013-06-28,the heat,43000000,159581587,229727774,2013,70146187,theheat20130628,en,16.912,6.6,2441,action
2011-01-28,the mechanic,42500000,29121498,76347393,2011,47225895,themechanic20110128,en,14.387,6.3,1676,action
2017-05-12,snatched,42000000,45852178,57852177,2017,11999999,snatched20170512,en,10.92,5.3,495,action
2012-10-12,here comes the boom,42000000,45290318,73239258,2012,27948940,herecomestheboom20121012,en,10.265,6.0,812,action
2011-03-11,red riding hood,42000000,37662162,91678442,2011,54016280,redridinghood20110311,en,11.856,5.9,1884,fantasy
2018-12-25,holmes & watson,42000000,30568743,41926605,2018,11357862,holmeswatson20181225,en,19.331,4.1,217,mystery
2012-01-27,one for the money,42000000,26414527,36197221,2012,9782694,oneforthemoney20120127,en,8.62,5.5,615,action
2012-01-27,man on a ledge,42000000,18620000,49621440,2012,31001440,manonaledge20120127,en,11.263,6.3,1460,action
2010-12-03,the warrior's way,42000000,5666340,8514325,2010,2847985,thewarriorsway20101203,en,8.259,6.1,203,adventure
2011-10-14,the big year,41000000,7204138,7684524,2011,480386,thebigyear20111014,en,7.077,5.8,393,comedy
2015-02-13,fifty shades of grey,40000000,166167230,570998101,2015,404830871,fiftyshadesofgrey20150213,en,21.229,5.4,6451,drama
2014-07-25,lucy,40000000,126573960,457507776,2014,330933816,lucy20140725,en,16.73,6.3,10019,action
2010-10-01,the social network,40000000,96962694,224922135,2010,127959441,thesocialnetwork20101001,en,15.889,7.2,6116,drama
2016-01-15,ride along 2,40000000,90862685,124827316,2016,33964631,ridealong220160115,en,12.977,6.2,939,action
2015-03-27,get hard,40000000,90411453,106511453,2015,16100000,gethard20150327,en,12.129,6.0,1469,comedy
2016-10-14,the accountant,40000000,86260045,152962083,2016,66702038,theaccountant20161014,en,13.81,6.9,3407,crime
2014-11-14,dumb and dumber to,40000000,86208010,156553592,2014,70345582,dumbanddumberto20141114,en,15.964,5.5,1842,comedy
2014-04-25,the other woman,40000000,83911193,195111193,2014,111200000,theotherwoman20140425,en,11.894,6.3,2276,comedy
2015-09-25,the intern,40000000,75764672,197115710,2015,121351038,theintern20150925,en,14.377,7.1,3373,comedy
2015-10-16,bridge of spies,40000000,72313754,162498338,2015,90184584,bridgeofspies20151016,en,12.836,7.2,4313,thriller
2009-03-20,"i love you, man",40000000,72013010,92302502,2009,20289492,iloveyouman20090320,en,9.37,6.5,897,comedy
2018-09-21,the house with a clock in its walls,40000000,68549695,126331750,2018,57782055,thehousewithaclockinitswalls20180921,en,21.805,6.2,933,fantasy
2016-11-04,hacksaw ridge,40000000,67209615,168904682,2016,101695067,hacksawridge20161104,en,24.074,8.1,6608,drama
2011-02-18,unknown,40000000,63686397,136123083,2011,72436686,unknown20110218,en,12.08,6.6,2043,action
2010-06-04,get him to the greek,40000000,61153526,91455875,2010,30302349,gethimtothegreek20100604,en,8.485,5.9,980,comedy
2001-11-30,behind enemy lines,40000000,58855732,58855732,2001,0,behindenemylines20011130,en,10.886,6.1,705,action
2011-03-18,the lincoln lawyer,40000000,58009200,87145086,2011,29135886,thelincolnlawyer20110318,en,11.812,7.1,1525,crime
2014-11-26,horrible bosses 2,40000000,54445357,105945357,2014,51500000,horriblebosses220141126,en,18.421,6.2,2581,comedy
2012-08-15,the odd life of timothy green,40000000,51853450,55249159,2012,3395709,theoddlifeoftimothygreen20120815,en,9.216,6.7,605,fantasy
2014-06-20,jersey boys,40000000,47047013,65282732,2014,18235719,jerseyboys20140620,en,6.933,6.9,380,music
2014-05-30,a million ways to die in the west,40000000,42720965,86778557,2014,44057592,amillionwaystodieinthewest20140530,en,10.816,5.8,2219,comedy
2011-08-12,final destination 5,40000000,42587643,155011165,2011,112423522,finaldestination520110812,en,13.392,6.0,1701,horror
2018-11-16,widows,40000000,42402632,73866088,2018,31463456,widows20181116,en,20.628,6.5,941,crime
2014-07-18,sex tape,40000000,38543473,126069509,2014,87526036,sextape20140718,en,20.429,5.3,2684,comedy
2012-12-19,the guilt trip,40000000,37134215,41294674,2012,4160459,theguilttrip20121219,en,8.939,5.4,403,comedy
2011-08-26,colombiana,40000000,36665854,72295262,2011,35629408,colombiana20110826,en,10.584,6.5,1371,action
2018-01-12,the commuter,40000000,36343858,101985431,2018,65641573,thecommuter20180112,en,20.063,6.2,2394,action
2011-04-08,arthur,40000000,33035397,47787943,2011,14752546,arthur20110408,en,7.886,5.5,399,comedy
2016-12-21,patriots day,40000000,31886361,52837989,2016,20951628,patriotsday20161221,en,15.435,6.9,1337,action
2010-11-10,morning glory,40000000,31011732,59795070,2010,28783338,morningglory20101110,en,10.595,6.3,717,comedy
2013-12-25,grudge match,40000000,29807260,69807260,2013,40000000,grudgematch20131225,en,7.918,6.0,711,comedy
2017-08-11,the nut job 2: nutty by nature,40000000,28370522,57438389,2017,29067867,thenutjob2nuttybynature20170811,en,8.975,5.7,227,family
2017-01-27,resident evil: the final chapter,40000000,26844692,314101190,2017,287256498,residentevilthefinalchapter20170127,en,0.844,5.9,1859,action
2017-06-30,the house,40000000,25584504,31192425,2017,5607921,thehouse20170630,en,9.62,5.7,474,comedy
2011-01-07,season of the witch,40000000,24827228,91126600,2011,66299372,seasonofthewitch20110107,en,12.535,5.3,1352,adventure
2016-08-26,mechanic: resurrection,40000000,21218403,109738840,2016,88520437,mechanicresurrection20160826,en,16.302,5.6,1929,action
2012-02-03,big miracle,40000000,20157300,25268680,2012,5111380,bigmiracle20120203,en,6.76,6.6,250,adventure
2015-03-20,the gunman,40000000,10664749,18594227,2015,7929478,thegunman20150320,en,10.388,5.7,583,action
2013-08-16,paranoia,40000000,7388654,16340767,2013,8952113,paranoia20130816,en,7.674,5.7,518,drama
2018-03-09,the hurricane heist,40000000,6115824,30963684,2018,24847860,thehurricaneheist20180309,en,13.335,5.4,476,action
2014-06-27,snowpiercer,40000000,4563029,88069880,2014,83506851,snowpiercer20140627,ko,14.735,6.8,4748,action
2012-10-05,frankenweenie,39000000,35287788,81150788,2012,45863000,frankenweenie20121005,en,14.627,6.8,1685,animation
2017-06-02,captain underpants: the first epic movie,38000000,73921000,126577874,2017,52656874,captainunderpantsthefirstepicmovie20170602,en,18.31,6.0,587,action
2015-04-17,paul blart: mall cop 2,38000000,71091594,107650646,2015,36559052,paulblartmallcop220150417,en,15.941,5.0,900,action
2016-12-23,why him?,38000000,60323786,117425156,2016,57101370,whyhim20161223,en,15.044,6.2,2494,comedy
2011-04-22,water for elephants,38000000,58709717,116809717,2011,58100000,waterforelephants20110422,en,6.209,6.9,1627,drama
2013-09-06,riddick,38000000,42025135,94763758,2013,52738623,riddick20130906,en,17.434,6.2,2852,science_fiction
