movie_id_x,movie_title_x,original_title_x,runtime_minutes,genres,averagerating,numvotes,primary_genre_x,movie_id2,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count
tt0069049,the other side of the wind,the other side of the wind,122.0,drama,6.9,4517,drama,theothersideofthewind2018,"35, 18",299782,en,9.8,2018-11-02,7.0,64
tt0192528,heaven & hell,reverse heaven,104.0,drama,4.0,72,drama,heavenhell2018,18,567662,en,0.6,2018-11-06,7.5,2
tt0255820,return to babylon,return to babylon,75.0,"biography,comedy,drama",5.9,123,biography,returntobabylon2013,"35, 18",323498,en,0.877,2013-08-11,7.0,1
tt0315642,wazir,wazir,103.0,"action,crime,drama",7.1,15378,action,wazir2016,"53, 28, 80, 18, 9648",275269,hi,3.881,2016-01-08,6.6,63
tt0326965,in my sleep,in my sleep,104.0,"drama,mystery,thriller",5.5,1889,drama,inmysleep2010,"53, 9648",40048,en,1.795,2010-04-23,5.4,20
tt0331314,bunyan and babe,bunyan and babe,84.0,"adventure,animation,comedy",5.0,302,adventure,bunyanandbabe2017,"12, 16, 35, 10751, 14",435995,en,2.051,2017-01-12,6.2,9
tt0337692,on the road,on the road,124.0,"adventure,drama,romance",6.1,37886,adventure,ontheroad2012,"12, 18",83770,en,8.919,2012-12-21,5.6,518
tt0359950,the secret life of walter mitty,the secret life of walter mitty,114.0,"adventure,comedy,drama",7.3,275300,adventure,thesecretlifeofwaltermitty2013,"12, 35, 18, 14",116745,en,10.743,2013-12-25,7.1,4859
tt0360556,fahrenheit 451,fahrenheit 451,100.0,"drama,sci-fi,thriller",4.9,14469,drama,fahrenheit4512018,"18, 878, 53",401905,en,11.657,2018-06-18,5.4,362
tt0365545,nappily ever after,nappily ever after,98.0,"comedy,drama,romance",6.4,6287,comedy,nappilyeverafter2018,"35, 10749",519035,en,12.057,2018-09-21,7.3,549
tt0365907,a walk among the tombstones,a walk among the tombstones,114.0,"action,crime,drama",6.5,105116,action,awalkamongthetombstones2014,"80, 18, 9648, 53",169917,en,19.373,2014-09-19,6.3,1685
tt0369610,jurassic world,jurassic world,124.0,"action,adventure,sci-fi",7.0,539338,action,jurassicworld2015,"28, 12, 878, 53",135397,en,20.709,2015-06-12,6.6,14056
tt0372538,spy,spy,110.0,"action,crime,drama",6.6,78,action,spy2011,"28, 80, 18, 9648, 53",323867,en,1.4,2011-08-09,7.0,1
tt0376136,the rum diary,the rum diary,119.0,"comedy,drama",6.2,94787,comedy,therumdiary2011,"18, 35",23514,en,12.011,2011-10-27,5.7,652
tt0376479,american pastoral,american pastoral,108.0,"crime,drama",6.1,12898,crime,americanpastoral2016,"80, 18",326285,en,7.782,2016-10-21,6.0,339
tt0377981,gnomeo & juliet,gnomeo & juliet,84.0,"adventure,animation,comedy",6.0,49550,adventure,gnomeojuliet2011,"16, 10751",45772,en,16.408,2011-02-11,5.8,1085
tt0383010,the three stooges,the three stooges,92.0,"comedy,family",5.1,28570,comedy,thethreestooges2012,35,76489,en,9.358,2012-04-13,5.1,215
tt0393049,anderson's cross,anderson's cross,98.0,"comedy,drama,romance",5.5,106,comedy,andersonscross2010,"10749, 35, 18",324352,en,0.6,2010-05-20,5.0,1
tt0398286,tangled,tangled,100.0,"adventure,animation,comedy",7.8,366366,adventure,tangled2010,"16, 10751",38757,en,21.511,2010-11-24,7.5,6407
tt0401729,john carter,john carter,132.0,"action,adventure,sci-fi",6.6,241792,action,johncarter2012,"28, 12, 878",49529,en,18.549,2012-03-09,6.1,3338
tt0404978,gambit,gambit,89.0,"comedy,crime",5.7,22148,comedy,gambit2012,"35, 80",97434,en,8.353,2012-04-25,5.2,366
tt0409847,cowboys & aliens,cowboys & aliens,119.0,"action,sci-fi,thriller",6.0,195889,action,cowboysaliens2011,"28, 878, 53, 37",49849,en,16.293,2011-07-29,5.5,3110
tt0419692,disconnect,disconnect,112.0,"drama,mystery,sci-fi",4.5,190,drama,disconnect2010,"53, 9648, 80, 878",200094,en,0.706,2010-08-06,6.7,3
tt0420293,the stanford prison experiment,the stanford prison experiment,122.0,"biography,drama,history",6.9,32591,biography,thestanfordprisonexperiment2015,"53, 18",308032,en,8.239,2015-07-17,6.9,548
tt0423474,venus & vegas,venus & vegas,95.0,"action,comedy,crime",4.2,468,action,venusvegas2010,"28, 35",68716,en,2.362,2010-11-01,3.7,14
tt0427152,dinner for schmucks,dinner for schmucks,114.0,comedy,5.9,91546,comedy,dinnerforschmucks2010,35,38778,en,6.632,2010-07-30,5.6,920
tt0429493,the a-team,the a-team,117.0,"action,adventure,thriller",6.8,235256,action,theateam2010,"53, 28, 12, 35, 80",34544,en,17.097,2010-06-11,6.3,2703
tt0431021,the possession,the possession,92.0,"horror,mystery,thriller",5.9,53649,horror,thepossession2012,"27, 53",77883,en,8.978,2012-08-31,5.9,918
tt0433035,real steel,real steel,127.0,"action,drama,family",7.1,283534,action,realsteel2011,"28, 878, 18",39254,en,14.811,2011-10-06,6.8,4566
tt0433397,satin,satin,84.0,"comedy,drama,music",4.7,214,comedy,satin2011,"35, 18, 10749",50024,en,0.624,2011-03-01,5.0,1
tt0435651,the giver,the giver,97.0,"drama,romance,sci-fi",6.5,104999,drama,thegiver2014,"18, 878",227156,en,8.687,2014-08-11,6.5,3075
tt0435761,toy story 3,toy story 3,103.0,"adventure,animation,comedy",8.3,682218,adventure,toystory32010,"16, 10751, 35",10193,en,24.445,2010-06-17,7.7,8340
tt0443272,lincoln,lincoln,150.0,"biography,drama,history",7.4,228701,biography,lincoln2012,"36, 18",72976,en,12.693,2012-11-16,6.8,2261
tt0446029,scott pilgrim vs. the world,scott pilgrim vs. the world,112.0,"action,comedy,fantasy",7.5,339338,action,scottpilgrimvstheworld2010,"28, 35, 10749",22538,en,14.383,2010-08-13,7.3,3882
tt0448022,a bird of the air,a bird of the air,108.0,"drama,romance",6.6,1061,drama,abirdoftheair2011,"18, 10749",70736,en,4.568,2011-09-23,6.0,13
tt0448694,puss in boots,puss in boots,90.0,"action,adventure,animation",6.6,133355,action,pussinboots2011,"28, 12, 16, 10751, 14, 35",417859,en,9.078,2011-10-28,6.3,1422
tt0451154,the passing,the passing,92.0,horror,3.4,174,horror,thepassing2011,27,77551,en,2.038,2011-05-20,3.3,4
tt0451201,clawed,sludge,95.0,horror,5.8,363,horror,clawed2017,27,477342,en,0.6,2017-09-19,1.0,1
tt0451279,wonder woman,wonder woman,141.0,"action,adventure,fantasy",7.5,487527,action,wonderwoman2017,"12, 14, 10752, 10749",297762,en,31.618,2017-06-02,7.3,12566
tt0452183,blunt movie,blunt movie,83.0,"comedy,romance",6.4,77,comedy,bluntmovie2013,35,439174,en,0.955,2013-04-20,4.5,2
tt0453562,42,42,128.0,"biography,drama,sport",7.5,77703,biography,422013,18,109410,en,11.28,2013-04-12,7.0,1028
tt0454876,life of pi,life of pi,127.0,"adventure,drama,fantasy",7.9,535836,adventure,lifeofpi2012,"12, 18, 28",87827,en,15.0,2012-11-21,7.3,8723
tt0455323,being flynn,being flynn,102.0,drama,6.4,15780,drama,beingflynn2012,18,78571,en,7.293,2012-03-02,6.2,128
tt0455407,the crazies,the crazies,101.0,"horror,thriller",6.5,104465,horror,thecrazies2010,"9648, 27, 28",29427,en,12.246,2010-02-26,6.2,1036
tt0455944,the equalizer,the equalizer,132.0,"action,crime,thriller",7.2,302302,action,theequalizer2014,"53, 28, 80",156022,en,28.942,2014-09-26,7.2,4989
tt0458339,captain america: the first avenger,captain america: the first avenger,124.0,"action,adventure,sci-fi",6.9,668137,action,captainamericathefirstavenger2011,"28, 12, 878",1771,en,25.808,2011-07-22,6.9,12810
tt0458413,a long way down,a long way down,96.0,"comedy,drama",6.4,29260,comedy,alongwaydown2014,"35, 18",141043,en,6.762,2014-06-05,6.2,529
tt0458481,sin city: a dame to kill for,sin city: a dame to kill for,102.0,"crime,thriller",6.5,140666,crime,sincityadametokillfor2014,"80, 53",189,en,20.896,2014-08-22,6.3,2210
tt0459748,generation p,generation p,112.0,"comedy,drama,sci-fi",6.8,3358,comedy,generationp2011,"35, 18, 878",63375,ru,3.619,2011-11-11,5.8,30
tt0460778,drunkboat,drunkboat,98.0,drama,4.9,555,drama,drunkboat2010,18,76820,en,1.568,2010-10-08,5.6,9
tt0460890,the only living boy in new york,the only living boy in new york,89.0,drama,6.3,8727,drama,theonlylivingboyinnewyork2017,18,95608,en,8.328,2017-08-11,6.2,116
tt0462036,steve phoenix: the untold story,steve phoenix: the untold story,110.0,drama,5.5,18,drama,stevephoenixtheuntoldstory2012,18,304037,en,0.6,2012-01-01,3.0,2
tt0464054,house at the end of the drive,house at the end of the drive,91.0,"horror,thriller",6.5,331,horror,houseattheendofthedrive2014,"53, 27",280381,en,1.4,2014-01-11,8.0,1
tt0464154,piranha 3d,piranha 3d,88.0,"comedy,horror",5.4,81327,comedy,piranha3d2010,"35, 27",43593,en,11.302,2010-08-20,5.3,1029
tt0464891,act your age,act your age,101.0,"comedy,drama",6.5,85,comedy,actyourage2011,"35, 18",273001,en,0.6,2011-04-01,5.5,2
tt0466893,margaret,margaret,150.0,drama,6.5,14708,drama,margaret2011,18,44754,en,8.747,2011-09-30,6.3,138
tt0471042,tower heist,tower heist,104.0,"action,comedy,crime",6.2,125102,action,towerheist2011,"28, 35",59108,en,12.213,2011-11-04,6.0,1592
tt0472181,the smurfs,the smurfs,103.0,"adventure,animation,comedy",5.5,77577,adventure,thesmurfs2011,"16, 10751, 12, 35, 14",41513,en,16.533,2011-07-29,5.6,2112
tt0472399,the mechanic,the mechanic,93.0,"action,crime,thriller",6.6,141254,action,themechanic2011,"28, 53, 80",27582,en,14.387,2011-01-28,6.3,1676
tt0473075,prince of persia: the sands of time,prince of persia: the sands of time,116.0,"action,adventure,fantasy",6.6,254975,action,princeofpersiathesandsoftime2010,"12, 14, 28, 10749",9543,en,13.44,2010-05-27,6.2,4040
tt0475290,"hail, caesar!","hail, caesar!",106.0,"comedy,drama,music",6.3,111422,comedy,hailcaesar2016,"35, 18, 9648",270487,en,12.312,2016-02-05,5.9,2328
tt0477080,unstoppable,unstoppable,98.0,"action,thriller",6.8,173019,action,unstoppable2010,"28, 53",44048,en,14.01,2010-11-12,6.4,1913
tt0477302,extremely loud & incredibly close,extremely loud & incredibly close,129.0,"adventure,drama,mystery",6.9,93164,adventure,extremelyloudincrediblyclose2011,18,64685,en,9.828,2011-12-24,7.0,1231
tt0478304,the tree of life,the tree of life,139.0,"drama,fantasy",6.8,156266,drama,thetreeoflife2011,"18, 14",8967,en,11.569,2011-05-27,6.6,1730
tt0478970,ant-man,ant-man,117.0,"action,adventure,comedy",7.3,501213,action,antman2015,"878, 28, 12",102899,en,32.715,2015-07-17,7.1,11949
tt0479204,perfect life,perfect life,98.0,"horror,thriller",4.3,399,horror,perfectlife2010,"27, 53",36604,en,1.841,2010-04-27,4.3,5
tt0479997,season of the witch,season of the witch,95.0,"action,adventure,fantasy",5.4,85777,action,seasonofthewitch2011,"12, 14, 28",23047,en,12.535,2011-01-07,5.3,1352
tt0480239,atlas shrugged: part i,atlas shrugged: part i,97.0,"drama,mystery,sci-fi",5.7,12524,drama,atlasshruggedparti2011,"18, 53, 878, 9648",56780,en,6.315,2011-04-15,5.2,89
tt0480255,the losers,the losers,97.0,"action,adventure,crime",6.4,83876,action,thelosers2010,"28, 12, 80, 9648, 53",34813,en,10.202,2010-04-23,6.2,844
tt0480687,hall pass,hall pass,105.0,"comedy,romance",5.9,113775,comedy,hallpass2011,"35, 10749",48988,en,9.984,2011-02-25,5.5,1009
tt0481499,the croods,the croods,98.0,"action,adventure,animation",7.2,176699,action,thecroods2013,"28, 12, 16, 35, 10751, 14",49519,en,16.29,2013-03-22,6.8,3873
tt0482461,barry munday,barry munday,95.0,"comedy,drama,romance",5.9,3846,comedy,barrymunday2010,"35, 18, 10749",44594,en,5.141,2010-03-13,6.0,37
tt0483586,chasing 3000,chasing 3000,115.0,"family,sport",6.5,759,family,chasing30002010,18,51597,en,1.4,2010-07-16,5.0,6
tt0485985,red tails,red tails,125.0,"action,adventure,drama",5.9,31815,action,redtails2012,"18, 28, 12, 36, 10752",72431,en,10.247,2012-01-11,6.0,256
tt0490075,aftermath,aftermath,84.0,"crime,thriller",5.1,271,crime,aftermath2013,"53, 80",171688,en,2.129,2013-11-01,4.1,7
tt0490215,silence,silence,161.0,"adventure,drama,history",7.2,85242,adventure,silence2016,"18, 36",68730,en,10.617,2016-12-23,7.1,1560
tt0490236,the invited,the invited,95.0,"horror,thriller",4.2,240,horror,theinvited2010,27,327674,en,1.945,2010-01-01,3.1,6
tt0491152,something borrowed,something borrowed,112.0,"comedy,drama,romance",5.9,54314,comedy,somethingborrowed2011,"35, 18, 10749",49022,en,7.567,2011-05-05,6.1,591
tt0491175,suburbicon,suburbicon,105.0,"comedy,crime,drama",5.6,31294,comedy,suburbicon2017,"53, 80, 18, 9648",395458,en,9.989,2017-10-27,5.8,879
tt0491203,tulip fever,tulip fever,105.0,"drama,history,romance",6.2,15037,drama,tulipfever2017,"18, 10749",257785,en,9.89,2017-08-25,6.4,307
tt0492389,furry vengeance,furry vengeance,92.0,"comedy,family",3.8,14700,comedy,furryvengeance2010,"35, 10751",35169,en,9.45,2010-04-02,4.6,283
tt0493076,nina,nina,90.0,"biography,drama,music",5.3,2246,biography,nina2016,"18, 10402",360389,en,2.641,2016-04-22,5.4,48
tt0493405,chips,chips,100.0,"action,comedy,crime",6.0,37029,action,chips2017,"28, 35, 80",417644,en,13.744,2017-03-24,6.0,657
tt0493949,ramona and beezus,ramona and beezus,103.0,"adventure,comedy,family",6.6,16086,adventure,ramonaandbeezus2010,"35, 10751",38843,en,7.442,2010-07-23,6.3,460
tt0498351,the hero of color city,the hero of color city,77.0,"animation,family",4.0,431,animation,theheroofcolorcity2014,16,217057,en,4.516,2014-10-03,5.4,9
tt0498381,rings,rings,102.0,"drama,horror,mystery",4.5,34151,drama,rings2017,27,14564,en,13.53,2017-02-03,4.9,1785
tt0756727,who is harry nilsson (and why is everybody talkin' about him?),who is harry nilsson (and why is everybody talkin' about him?),116.0,"biography,documentary,music",7.7,1332,biography,whoisharrynilssonandwhyiseverybodytalkinabouthim2010,"99, 10402",53079,en,2.544,2010-10-26,7.6,14
tt0758752,love & other drugs,love & other drugs,112.0,"comedy,drama,romance",6.7,167680,comedy,loveotherdrugs2010,"18, 35, 10749",43347,en,10.09,2010-11-24,6.9,2509
tt0762138,syrup,syrup,90.0,"comedy,drama,romance",5.7,10228,comedy,syrup2013,"18, 35",72525,en,7.586,2013-06-07,5.8,110
tt0763831,a thousand words,a thousand words,91.0,"comedy,drama",5.9,36387,comedy,athousandwords2012,"18, 35",72358,en,8.017,2012-03-08,6.1,685
tt0765446,escape from planet earth,escape from planet earth,89.0,"adventure,animation,comedy",5.9,23298,adventure,escapefromplanetearth2013,"16, 35, 12, 10751, 878",68179,en,9.227,2013-02-14,5.8,459
tt0770703,what's your number?,what's your number?,106.0,"comedy,romance",6.1,67922,comedy,whatsyournumber2011,"35, 10749",63492,en,10.391,2011-09-30,6.4,1271
tt0770778,king of the avenue,king of the avenue,83.0,"drama,fantasy,thriller",4.0,449,drama,kingoftheavenue2010,"28, 12, 53",47853,en,2.857,2010-09-17,4.5,9
tt0770828,man of steel,man of steel,143.0,"action,adventure,sci-fi",7.1,647288,action,manofsteel2013,"28, 12, 14, 878",49521,en,27.667,2013-06-14,6.5,9758
tt0775440,cell,cell,98.0,"action,drama,horror",4.3,21968,action,cell2016,"27, 878, 53",168098,en,6.14,2016-07-08,4.5,597
tt0775489,the illusionist,l'illusionniste,80.0,"animation,drama",7.5,31734,animation,theillusionist2010,"16, 18",41201,fr,8.404,2010-12-25,7.4,280
tt0775543,night catches us,night catches us,90.0,"drama,romance",6.3,1390,drama,nightcatchesus2010,"18, 10749",48833,en,2.251,2010-12-03,4.4,7
tt0780504,drive,drive,100.0,"crime,drama",7.8,521495,crime,drive2011,"18, 28, 53, 80",64690,en,15.875,2011-09-16,7.5,6737
tt0780548,kid cannabis,kid cannabis,110.0,"biography,comedy,crime",6.4,8924,biography,kidcannabis2014,18,212231,en,5.815,2014-04-18,6.2,87
tt0780653,the wolfman,the wolfman,103.0,"drama,fantasy,horror",5.8,97873,drama,thewolfman2010,27,7978,en,14.03,2010-02-12,5.7,1009
tt0787442,the attack,the attack,102.0,"drama,mystery,war",7.1,3733,drama,theattack2012,18,121791,en,1.847,2012-09-01,6.5,33
tt0787474,the boxtrolls,the boxtrolls,96.0,"adventure,animation,comedy",6.8,50763,adventure,theboxtrolls2014,"16, 35, 10751, 14",170687,en,11.219,2014-09-26,6.7,1016
tt0790628,the incredible burt wonderstone,the incredible burt wonderstone,100.0,"adventure,comedy,fantasy",5.9,67549,adventure,theincredibleburtwonderstone2013,35,124459,en,9.362,2013-03-15,5.4,920
tt0790636,dallas buyers club,dallas buyers club,117.0,"biography,drama",8.0,402462,biography,dallasbuyersclub2013,"18, 36",152532,en,12.389,2013-11-22,7.9,4961
tt0790653,elliot loves,elliot loves,92.0,"comedy,romance",6.2,463,comedy,elliotloves2012,35,140814,en,1.421,2012-05-04,7.0,4
tt0790663,the first grader,the first grader,103.0,"biography,drama,romance",7.5,4052,biography,thefirstgrader2010,"10749, 18",47559,en,3.331,2010-09-04,7.0,51
tt0790724,jack reacher,jack reacher,130.0,"action,crime,thriller",7.0,284547,action,jackreacher2012,"80, 18, 53, 28",75780,en,18.312,2012-12-21,6.4,4155
tt0790736,r.i.p.d.,r.i.p.d.,96.0,"action,adventure,comedy",5.6,109078,action,ripd2013,"14, 28, 35, 80",49524,en,21.377,2013-07-19,5.6,2047
tt0790770,miles ahead,miles ahead,100.0,"biography,drama,music",6.4,8498,biography,milesahead2015,"18, 10402",316000,en,5.766,2015-10-10,6.7,123
tt0795461,scary movie 5,scary movie 5,86.0,comedy,3.5,60139,comedy,scarymovie52013,35,4258,en,16.316,2013-04-12,4.7,1494
tt0798817,13,13,91.0,"drama,thriller",6.1,38418,drama,132010,"18, 53",44982,en,8.007,2010-03-12,5.7,392
tt0800320,clash of the titans,clash of the titans,106.0,"action,adventure,fantasy",5.8,256176,action,clashofthetitans2010,"12, 14, 28",18823,en,15.574,2010-04-02,5.7,3714
tt0800369,thor,thor,115.0,"action,adventure,fantasy",7.0,683264,action,thor2011,"12, 14, 28",10195,en,38.068,2011-05-06,6.7,12764
tt0803096,warcraft,warcraft,123.0,"action,adventure,fantasy",6.9,225557,action,warcraft2016,"28, 12, 14",68735,en,21.464,2016-06-10,6.3,4071
tt0804463,devil's knot,devil's knot,114.0,"biography,crime,drama",6.1,18716,biography,devilsknot2013,"80, 18, 53",152792,en,7.531,2013-05-09,6.0,351
tt0804497,it's kind of a funny story,it's kind of a funny story,101.0,"comedy,drama,romance",7.1,125583,comedy,itskindofafunnystory2010,"35, 18",43923,en,10.01,2010-10-08,7.0,1324
tt0808510,tooth fairy,tooth fairy,101.0,"comedy,family,fantasy",5.0,37939,comedy,toothfairy2010,"35, 10751, 14",23023,en,12.65,2010-01-22,5.3,1058
tt0810819,the danish girl,the danish girl,119.0,"biography,drama,romance",7.1,146873,biography,thedanishgirl2015,18,306819,en,12.082,2015-11-27,7.7,3655
tt0810856,eyes of the mothman,eyes of the mothman,150.0,documentary,6.3,293,documentary,eyesofthemothman2011,99,127818,en,0.6,2011-02-22,3.3,3
tt0810913,jack and jill,jack and jill,91.0,comedy,3.3,71361,comedy,jackandjill2011,35,71880,en,11.277,2011-11-11,4.1,1124
tt0810922,take me home tonight,take me home tonight,97.0,"comedy,drama,romance",6.3,48393,comedy,takemehometonight2011,"35, 18, 10749",50725,en,11.321,2011-03-04,6.1,339
tt0811137,the do-deca-pentathlon,the do-deca-pentathlon,76.0,comedy,6.0,1627,comedy,thedodecapentathlon2012,35,96987,en,1.136,2012-07-06,5.1,14
tt0814255,percy jackson & the olympians: the lightning thief,percy jackson & the olympians: the lightning thief,118.0,"adventure,family,fantasy",5.9,165108,adventure,percyjacksontheolympiansthelightningthief2010,"12, 14, 10751",32657,en,26.691,2010-02-11,6.1,4229
tt0815101,ashes,ashes,77.0,drama,7.1,68,drama,ashes2010,"27, 878, 53",89369,en,1.364,2010-01-01,5.3,3
tt0815236,she's out of my league,she's out of my league,104.0,"comedy,romance",6.4,117245,comedy,shesoutofmyleague2010,"35, 10749",34016,en,7.775,2010-03-12,6.1,970
tt0816362,card subject to change,card subject to change,87.0,documentary,6.7,223,documentary,cardsubjecttochange2010,99,93498,en,0.84,2010-02-13,4.3,2
tt0816442,the book thief,the book thief,131.0,"drama,war",7.6,119023,drama,thebookthief2013,18,203833,en,9.034,2013-11-08,7.5,2788
tt0816462,conan the barbarian,conan the barbarian,113.0,"action,adventure,fantasy",5.2,90834,action,conanthebarbarian2011,"12, 14, 28",37430,en,17.046,2011-08-19,5.2,1024
tt0816692,interstellar,interstellar,169.0,"adventure,drama,sci-fi",8.6,1299334,adventure,interstellar2014,"12, 18, 878",157336,en,28.44,2014-11-05,8.2,18597
tt0816711,world war z,world war z,116.0,"action,adventure,horror",7.0,553751,action,worldwarz2013,"28, 18, 27, 878, 53",72190,en,14.582,2013-06-21,6.7,9132
tt0817177,flipped,flipped,90.0,"comedy,drama,romance",7.7,74937,comedy,flipped2010,"10749, 18",43949,en,9.781,2010-08-06,7.4,859
tt0817230,valentine's day,valentine's day,125.0,"comedy,romance",5.7,107171,comedy,valentinesday2010,"35, 10749",32856,en,11.187,2010-02-11,5.8,1907
tt0817545,the power of few,the power of few,96.0,"action,crime,drama",5.2,3322,action,thepoweroffew2013,"53, 28, 80, 18, 9648",161321,en,5.239,2013-02-15,5.0,37
tt0822847,priest,priest,87.0,"action,adventure,fantasy",5.7,108320,action,priest2011,"14, 27",38321,en,15.318,2011-05-13,5.5,1157
tt0825283,maximum ride,maximum ride,88.0,"action,adventure,comedy",3.7,3913,action,maximumride2016,"28, 12, 35, 14, 878, 53",339116,en,6.382,2016-09-30,4.7,167
tt0829150,dracula untold,dracula untold,92.0,"action,drama,fantasy",6.3,164829,action,draculauntold2014,"27, 28, 18, 14, 10752",49017,en,29.043,2014-10-03,6.2,3719
tt0829176,gallowwalkers,gallowwalkers,90.0,"action,horror,thriller",3.6,6793,action,gallowwalkers2012,"28, 27",46429,en,6.425,2012-10-27,4.1,175
tt0831387,godzilla,godzilla,123.0,"action,adventure,sci-fi",6.4,350687,action,godzilla2014,"28, 18, 878",124905,en,24.982,2014-05-16,6.1,5053
tt0835418,the babymakers,the babymakers,95.0,comedy,5.0,8147,comedy,thebabymakers2012,35,98066,en,8.356,2012-08-03,4.9,76
tt0835775,electric slide,electric slide,95.0,"action,biography,crime",4.6,701,action,electricslide2014,"28, 80, 53",259138,en,4.391,2014-04-22,5.1,18
tt0837156,pee-wee's big holiday,pee-wee's big holiday,90.0,"adventure,comedy,family",6.2,6362,adventure,peeweesbigholiday2016,"12, 35, 10751",347689,en,6.6,2016-03-18,6.1,119
tt0837562,hotel transylvania,hotel transylvania,91.0,"animation,comedy,family",7.1,204571,animation,hoteltransylvania2012,"16, 35, 10751, 14",76492,en,15.318,2012-09-28,6.9,5013
tt0840361,the town,the town,125.0,"crime,drama,thriller",7.6,322524,crime,thetown2010,"80, 18, 53",23168,en,13.476,2010-09-17,7.1,2386
tt0842926,the kids are all right,the kids are all right,106.0,"comedy,drama,romance",7.0,120656,comedy,thekidsareallright2010,"35, 18",39781,en,8.426,2010-07-09,6.6,854
tt0844866,killer by nature,killer by nature,94.0,"adventure,crime,drama",3.9,257,adventure,killerbynature2010,"10749, 80, 18, 53, 12",60940,en,1.4,2010-01-01,2.5,2
tt0844993,hoodwinked too! hood vs. evil,hoodwinked too! hood vs. evil,86.0,"animation,comedy,crime",4.8,11281,animation,hoodwinkedtoohoodvsevil2011,"35, 16, 10751",57089,en,6.906,2011-04-29,5.0,257
tt0847215,neowolf,neowolf,88.0,"horror,thriller",2.3,418,horror,neowolf2010,"27, 53",5489,en,1.952,2010-04-19,1.8,6
tt0847825,the speed of thought,the speed of thought,93.0,"sci-fi,thriller",4.8,1503,sci-fi,thespeedofthought2011,"28, 53, 878",60164,en,1.856,2011-04-29,4.6,21
tt0848228,the avengers,the avengers,143.0,"action,adventure,sci-fi",8.1,1183655,action,theavengers2012,"878, 28, 12",24428,en,50.289,2012-05-04,7.6,19673
tt0848537,epic,epic,102.0,"adventure,animation,family",6.7,95318,adventure,epic2013,"16, 12, 10751, 14",116711,en,13.995,2013-05-24,6.4,1670
tt0848554,the sighting,travis,98.0,"horror,sci-fi,thriller",3.8,747,horror,thesighting2016,"27, 53",93950,en,2.234,2016-05-10,3.4,7
tt0850677,jack & diane,jack & diane,110.0,"drama,horror,romance",4.5,2538,drama,jackdiane2012,"18, 27, 10749",105531,en,6.301,2012-11-02,4.4,39
tt0851471,sir billi,sir billi,76.0,"adventure,animation,comedy",4.2,445,adventure,sirbilli2012,"16, 12, 35",223605,en,0.6,2012-04-13,3.5,5
tt0853155,this is what love in action looks like,this is what love in action looks like,74.0,documentary,6.8,198,documentary,thisiswhatloveinactionlookslike2011,99,100829,en,0.6,2011-01-28,5.0,1
tt0858411,2001 maniacs: field of screams,2001 maniacs: field of screams,84.0,"comedy,horror",3.3,2141,comedy,2001maniacsfieldofscreams2010,"35, 27",40912,en,5.364,2010-07-20,4.0,31
tt0859635,super troopers 2,super troopers 2,99.0,"comedy,crime,mystery",6.1,20104,comedy,supertroopers22018,"35, 80, 9648",50022,en,10.086,2018-04-20,5.8,192
tt0864835,mr. peabody & sherman,mr. peabody & sherman,92.0,"adventure,animation,comedy",6.8,57277,adventure,mrpeabodysherman2014,"16, 12, 10751",82703,en,12.813,2014-03-07,6.6,1357
tt0865557,letting go,letting go,83.0,"drama,romance",6.5,75,drama,lettinggo2012,"18, 10749",213551,en,0.626,2012-10-02,6.0,1
tt0872230,my soul to take,my soul to take,107.0,"horror,mystery,thriller",4.8,18381,horror,mysoultotake2010,"18, 27, 9648, 53",43931,en,9.808,2010-10-08,5.4,247
tt0873886,red state,red state,88.0,"action,crime,horror",6.2,59266,action,redstate2011,"27, 28, 53",48572,en,7.816,2011-09-23,6.1,472
tt0875613,rift,rift,100.0,"horror,thriller",2.7,404,horror,rift2011,27,116319,en,1.23,2011-01-01,2.5,6
tt0878654,bulletface,bulletface,82.0,thriller,5.8,875,thriller,bulletface2010,53,37503,en,1.698,2010-03-10,5.5,5
tt0878672,first circle,first circle,72.0,documentary,7.0,33,documentary,firstcircle2010,"18, 99",127515,en,0.6,2010-10-02,5.0,1
tt0878835,please give,please give,87.0,"comedy,drama",6.6,10652,comedy,pleasegive2010,"35, 18",40247,en,5.945,2010-01-22,6.3,81
tt0879870,eat pray love,eat pray love,133.0,"drama,romance",5.8,77709,drama,eatpraylove2010,18,38167,en,9.991,2010-08-12,6.0,1208
tt0881320,sanctum,sanctum,108.0,"adventure,drama,thriller",5.9,51318,adventure,sanctum2011,"28, 53",48340,en,7.457,2011-02-04,5.9,515
tt0882977,snitch,snitch,112.0,"action,drama,thriller",6.5,78142,action,snitch2013,"53, 18",134411,en,16.673,2013-02-22,5.9,1493
tt0884214,wreckage,wreckage,87.0,"horror,thriller",4.3,1045,horror,wreckage2010,"27, 53",73085,en,2.002,2010-01-01,3.9,12
tt0884732,the wedding ringer,the wedding ringer,101.0,comedy,6.7,66893,comedy,theweddingringer2015,35,252838,en,15.876,2015-01-16,6.5,961
tt0889573,the switch,the switch,101.0,"comedy,drama,romance",6.1,90661,comedy,theswitch2010,"35, 10749, 18",41210,en,7.745,2010-08-20,6.1,1008
tt0892318,letters to juliet,letters to juliet,105.0,"adventure,comedy,drama",6.6,86137,adventure,letterstojuliet2010,"35, 18, 10749",37056,en,9.394,2010-05-14,6.9,1706
