id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,release_year,foreign_gross,movie_id,movie_id2
62,2004-09-03,the cookout,16000000,11540112,11540112,2004,0,thecookout20040903,the cookout2004
65,2016-11-18,bleed for this,16000000,5083906,6603926,2016,1520020,bleedforthis20161118,bleed for this2016
66,2002-05-03,hollywood ending,16000000,4839383,14839383,2002,10000000,hollywoodending20020503,hollywood ending2002
67,2000-09-15,duets,16000000,4734235,6615452,2000,1881217,duets20000915,duets2000
69,2007-10-19,things we lost in the fire,16000000,3287315,8120148,2007,4832833,thingswelostinthefire20071019,things we lost in the fire2007
70,2014-11-14,the homesman,16000000,2429989,8217571,2014,5787582,thehomesman20141114,the homesman2014
71,2013-04-05,trance,16000000,2322593,22594052,2013,20271459,trance20130405,trance2013
72,2014-05-16,the immigrant,16000000,2013456,7585011,2014,5571555,theimmigrant20140516,the immigrant2014
74,2005-12-21,the white countess,16000000,1669971,2814566,2005,1144595,thewhitecountess20051221,the white countess2005
75,2008-07-25,bienvenue chez les ch'tis,16000000,1477650,247474497,2008,245996847,bienvenuechezleschtis20080725,bienvenue chez les ch'tis2008
76,2014-10-01,"men, women and children",16000000,705908,1685403,2014,979495,menwomenandchildren20141001,"men, women and children2014"
77,2010-09-24,enter the void,16000000,337997,1467278,2010,1129281,enterthevoid20100924,enter the void2010
78,2008-12-31,good,16000000,31631,31631,2008,0,good20081231,good2008
79,2012-11-02,vamps,16000000,3361,94812,2012,91451,vamps20121102,vamps2012
80,2010-05-11,haeundae,16000000,0,64733391,2010,64733391,haeundae20100511,haeundae2010
81,2010-03-09,hachiko: a dog's story,16000000,0,47707417,2010,47707417,hachikoadogsstory20100309,hachiko: a dog's story2010
82,2013-12-31,zulu,16000000,0,1844228,2013,1844228,zulu20131231,zulu2013
83,2018-12-21,second act,15700000,39282227,63288854,2018,24006627,secondact20181221,second act2018
84,2002-06-21,juwanna mann,15600000,13571817,13771817,2002,200000,juwannamann20020621,juwanna mann2002
85,2007-06-08,la mã´me,15500000,10299782,88611837,2007,78312055,lamãme20070608,la mã´me2007
86,2002-11-15,ararat,15500000,1693000,1693000,2002,0,ararat20021115,ararat2002
87,2007-04-13,slow burn,15500000,1237615,1237615,2007,0,slowburn20070413,slow burn2007
88,2005-04-22,madison,15500000,517262,517262,2005,0,madison20050422,madison2005
89,2010-02-26,the yellow handkerchief,15500000,318623,318623,2010,0,theyellowhandkerchief20100226,the yellow handkerchief2010
90,2002-09-27,wasabi,15300000,81525,7000000,2002,6918475,wasabi20020927,wasabi2002
91,2006-03-31,slither,15250000,7802450,12930343,2006,5127893,slither20060331,slither2006
97,2010-11-26,the kingâs speech,15000000,138797449,430821168,2010,292023719,thekingâsspeech20101126,the kingâs speech2010
99,2000-12-08,"crouching tiger, hidden dragon",15000000,128067808,213514672,2000,85446864,crouchingtigerhiddendragon20001208,"crouching tiger, hidden dragon2000"
2,2017-08-11,annabelle: creation,15000000,102092201,305384865,2017,203292664,annabellecreation20170811,annabelle: creation2017
3,2013-10-25,jackass presents: bad grandpa,15000000,102003019,160903019,2013,58900000,jackasspresentsbadgrandpa20131025,jackass presents: bad grandpa2013
6,2014-11-28,the imitation game,15000000,91125143,227740463,2014,136615320,theimitationgame20141128,the imitation game2014
9,2013-01-18,mama,15000000,71628180,148095566,2013,76467386,mama20130118,mama2013
13,2010-03-19,diary of a wimpy kid,15000000,64003625,76954311,2010,12950686,diaryofawimpykid20100319,diary of a wimpy kid2010
15,2007-08-31,halloween,15000000,58269151,77514401,2007,19245250,halloween20070831,halloween2007
16,2006-09-30,the queen,15000000,56441711,128885873,2006,72444162,thequeen20060930,the queen2006
17,2007-10-12,why did i get married?,15000000,55204525,55934178,2007,729653,whydidigetmarried20071012,why did i get married?2007
18,2012-02-03,the woman in black,15000000,54333290,128955898,2012,74622608,thewomaninblack20120203,the woman in black2012
21,2018-08-10,blackkklansman,15000000,49275340,93017335,2018,43741995,blackkklansman20180810,blackkklansman2018
22,2006-02-03,when a stranger calls,15000000,47860214,67215435,2006,19355221,whenastrangercalls20060203,when a stranger calls2006
23,2002-02-08,big fat liar,15000000,47811275,52461017,2002,4649742,bigfatliar20020208,big fat liar2002
26,2013-02-22,snitch,15000000,42930462,57907734,2013,14977272,snitch20130222,snitch2013
27,2003-05-02,the lizzie mcguire movie,15000000,42734455,55534455,2003,12800000,thelizziemcguiremovie20030502,the lizzie mcguire movie2003
28,2015-12-04,krampus,15000000,42725475,61788393,2015,19062918,krampus20151204,krampus2015
29,2012-09-21,end of watch,15000000,41003371,57586606,2012,16583235,endofwatch20120921,end of watch2012
32,2001-12-14,not another teen movie,15000000,37882551,62401343,2001,24518792,notanotherteenmovie20011214,not another teen movie2001
33,2014-12-03,wild,15000000,37880356,52460543,2014,14580187,wild20141203,wild2014
35,2014-11-07,the theory of everything,15000000,35893537,123327692,2014,87434155,thetheoryofeverything20141107,the theory of everything2014
36,2011-09-16,drive,15000000,35060689,81357930,2011,46297241,drive20110916,drive2011
37,2000-03-31,the skulls,15000000,35007180,35007180,2000,0,theskulls20000331,the skulls2000
39,2018-11-23,the favourite,15000000,34366783,94113929,2018,59747146,thefavourite20181123,the favourite2018
40,2003-04-18,malibu's most wanted,15000000,34308901,34499204,2003,190303,malibusmostwanted20030418,malibu's most wanted2003
41,2009-09-04,all about steve,15000000,33862903,40127259,2009,6264356,allaboutsteve20090904,all about steve2009
42,2000-04-28,where the heart is,15000000,33771174,40862054,2000,7090880,wheretheheartis20000428,where the heart is2000
43,2009-08-28,halloween 2,15000000,33392973,38512850,2009,5119877,halloween220090828,halloween 22009
44,2009-03-13,the last house on the left,15000000,32752215,46526243,2009,13774028,thelasthouseontheleft20090313,the last house on the left2009
45,2005-02-18,because of winn-dixie,15000000,32647042,33508485,2005,861443,becauseofwinndixie20050218,because of winn-dixie2005
46,2005-02-04,the wedding date,15000000,31726995,47175038,2005,15448043,theweddingdate20050204,the wedding date2005
